;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);351100;38170;38647;38450;36948;36809;34896;35320;33993;33419;12710;11273;372;93
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);349249;37945;38385;38245;36776;36669;34754;35215;33863;33165;12617;11150;372;93
3;в том числе обучались:       очно;347840;37945;38383;38245;36776;36668;34753;35063;33809;33028;12087;11083;;
4;очно-заочно;1398;;1;;;1;1;152;54;128;530;66;372;93
5;заочно;11;;1;;;;;;;9;;1;;
6;Численность экстернов, окончивших данный класс;1851;225;262;205;172;140;142;105;130;254;93;123;;
7;из них (из стр.06)  обучались:       в форме семейного образования;1730;225;261;205;172;139;141;105;128;254;42;58;;
8;в форме самообразования;113;;;;;;;;;;49;64;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
