;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;7028;2050;649;387;1719;569;320;9;4;;3250;1134;242;;95;30;4
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;13;12;3;12;;;;;;;1;;1;;;;
4;7 лет;269;215;65;182;;;;;;;54;20;52;;9;3;
5;8 лет;664;429;137;161;;;;;;;235;61;170;;11;3;
6;9 лет;677;411;127;30;;;;;;;266;81;14;;8;4;2
7;10 лет;724;437;131;1;3;1;3;;;;284;85;5;;9;3;1
8;11 лет;718;359;113;;71;29;59;;;;288;104;;;16;5;1
9;12 лет;724;145;50;1;237;79;162;;;;342;99;;;8;1;
10;13 лет;677;31;18;;331;105;74;;;;315;116;;;15;6;
11;14 лет;758;7;3;;389;118;16;;;;362;134;;;10;2;
12;15 лет;715;2;1;;381;130;4;;;;332;121;;;6;2;
13;16 лет;435;1;1;;204;74;;;;;230;83;;;3;1;
14;17 лет;174;1;;;77;23;1;3;;;93;40;;;;;
15;18 лет;57;;;;15;4;;4;2;;38;8;;;;;
16;19 лет;40;;;;9;4;1;2;2;;29;14;;;;;
17;20 лет;24;;;;;;;;;;24;10;;;;;
18;21 год;27;;;;2;2;;;;;25;14;;;;;
19;22 года;27;;;;;;;;;;27;15;;;;;
20;23 года;8;;;;;;;;;;8;2;;;;;
21;24 года;12;;;;;;;;;;12;2;;;;;
22;25 лет;6;;;;;;;;;;6;1;;;;;
23;26 лет;9;;;;;;;;;;9;3;;;;;
24;27 лет;2;;;;;;;;;;2;;;;;;
25;28 лет;27;;;;;;;;;;27;7;;;;;
26;29 лет;16;;;;;;;;;;16;5;;;;;
27;30–34 года;29;;;;;;;;;;29;22;;;;;
28;35–39 лет;65;;;;;;;;;;65;39;;;;;
29;40 лет и старше;131;;;;;;;;;;131;48;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
