;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
№ строки;Наименование показателя;Всего (сумма граф 4-47);Программы начального общего образования с нормативным сроком обучения 4 года 1-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 2-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 3-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 5 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 2 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 2 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс второго года обучения;Из общей численности обучающихся (из гр. 3): лица с ограниче- нными возможно- стями здоровья;Из общей численности обучающихся (из гр. 3): из них: инвалиды;Из общей численности обучающихся (из гр. 3): из них: дети-инвалиды;Из общей численности обучающихся (из гр. 3): инвалиды  (кроме учтенных в гр. 49);Из общей численности обучающихся (из гр. 3): дети-инвалиды  (кроме учтенных в гр. 50);Из общей численности обучающихся (из гр. 3): с умствен-ной отста-лостью
1;Число классов для глухих, ед.;18;;;;;;1;1;1;;;1;;;1;;2;1;1;1;3;1;;;;1;;;1;;;1;;1;;;;;;;;;;;;;;;;;
2;В них обучающихся, чел.;116;;;;;;6;7;8;;;9;;;5;;13;9;8;6;18;5;;;;6;;;7;;;4;;5;;;;;;;;;;;;116;2;114;;;18
3;Число классов для слабослышащих и позднооглохших, ед.;43;;;;;2;4;2;3;;;5;;;2;2;4;;;;;;4;;;3;;;4;;1;3;;;;3;1;;;;;;;;;;;;;;
4;В них обучающихся, чел.;317;;;;;12;29;12;30;;;32;;;5;15;24;;;;;;38;;;28;;;27;;6;18;;;;30;11;;;;;;;;;317;5;295;;;7
5;Число классов для слепых, ед.;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;В них обучающихся, чел:       cлепых;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1
7;слабовидящих и поздноослепших;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Число классов для слабовидящих и поздноослепших, ед.;37;;;;;;2;4;3;;;2;;;5;;;;;;;;3;;;4;;;5;;;2;;;;2;3;;2;;;;;;;;;;;;
9;В них обучающихся, чел:       слабовидящих и поздноослепших;317;;;;;;16;38;22;;;18;;;34;;;;;;;;34;;;35;;;38;;;27;;;;21;28;;6;;;;;;;317;5;133;;;
10;cлепых;47;;;;;;5;4;3;;;5;;;3;;;;;;;;2;;;4;;;4;;;2;;;;;12;;3;;;;;;;47;2;45;;;
11;Число классов для обучающихся с тяжелыми нарушениями речи, ед.;21;2;2;2;2;;2;4;2;;;2;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;В них обучающихся, чел.;240;21;24;31;20;;16;49;24;;;25;;;22;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;240;3;12;;;
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;27;;;;;;4;3;3;;;4;;;3;;;;;;;;1;;;3;;;2;;;3;;;;;1;;;;;;;;;;;;;;
14;В них обучающихся, чел.;210;;;;;;23;20;33;;;27;;;16;;;;;;;;6;;;20;;;20;;;36;;;;;9;;;;;;;;;210;1;160;;;7
15;Число классов для обучающихся с задержкой психического развития, ед.;195;1;1;1;1;1;22;20;17;;;18;;;19;;;16;18;20;22;11;1;;;1;;;2;;;2;;;1;;;;;;;;;;;;;;;;
16;В них обучающихся, чел.;2453;1;10;10;1;8;235;260;231;;;276;;;236;;;221;242;247;308;137;2;;;4;;;7;;;13;;;4;;;;;;;;;;;2453;7;352;;;39
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;12;;;;;;2;3;2;;;2;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;В них обучающихся, чел.;66;;;;;;14;24;8;;;11;;;7;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;66;;61;;;48
19;Число классов для обучающихся со сложными дефектами, ед.;5;;;;;;1;1;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;В них обучающихся, чел.;11;;;;;;1;3;1;;;3;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;11;;;11
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Итого классов (сумма строк 01,03, 05, 08, 11, 13, 15, 17, 19, 21);359;3;3;3;3;3;38;38;32;;;35;;;36;2;6;18;19;22;25;12;9;;;12;;;14;;1;11;;1;1;5;5;;2;;;;;;;;;;;;
24;"В них обучающихся  (сумма строк 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22; сумма строк 25 - 27)";3778;22;34;41;21;20;345;417;360;;;406;;;332;15;37;238;250;255;326;142;82;;;97;;;103;;6;100;;5;4;51;60;;9;;;;;;;3778;25;1184;;;131
25;в том числе обучаются:       очно;3778;22;34;41;21;20;345;417;360;;;406;;;332;15;37;238;250;255;326;142;82;;;97;;;103;;6;100;;5;4;51;60;;9;;;;;;;3778;25;1184;;;131
26;очно-заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;из них (из строки 24):       воспитанники (без приходящих учащихся);839;;;;;8;88;80;103;;;100;;;107;;1;44;34;42;41;6;27;;;33;;;37;;1;47;;1;;;34;;5;;;;;;;226;3;84;;;
29;девочки;1222;6;10;8;3;8;118;111;124;;;131;;;107;9;14;82;75;68;112;43;34;;;36;;;31;;3;36;;1;;20;28;;4;;;;;;;673;3;131;;;20
30;лица с ограниченными возможностями здоровья;3778;22;34;41;21;20;345;417;360;;;406;;;332;15;37;238;250;255;326;142;82;;;97;;;103;;6;100;;5;4;51;60;;9;;;;;;;;;;;;57
31;из них (из строки 30):             инвалиды;25;1;1;1;;;;3;;;;1;;;1;;;;2;;;;1;;;1;;;1;;;3;;2;;1;1;;5;;;;;;;;;;;;
32;дети-инвалиды;1184;;2;1;;14;134;141;132;;;134;;;92;13;35;29;25;33;51;12;61;;;66;;;67;;6;62;;3;;34;36;;1;;;;;;;;;;;;55
33;инвалиды (кроме учтенных в строке 31);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;дети-инвалиды (кроме учтенных в строке 32);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;дети-сироты и дети, оставшиеся без попечения       родителей;70;;;;;;6;1;4;;;9;;;3;;;7;7;11;15;5;;;;1;;;;;;;;1;;;;;;;;;;;;66;;5;;;
