;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;7197;636;722;860;893;714;796;832;821;899;12;12;;;;;;;;
2;В них обучающихся (всего), чел.;161740;14140;16282;19932;20351;15954;17920;18318;18224;20088;238;293;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;5;;;2;;;1;;1;1;;;;;;5;;5;;
4;слабослышащие;124;5;15;11;12;20;18;10;18;13;1;1;;;2;95;1;123;1;
5;позднооглохшие;;;;;;;;;;;;;;;;;;;;
6;слепые;3;1;;1;1;;;;;;;;;;;3;;3;;
7;слабовидящие;90;6;11;12;13;7;9;7;10;12;2;1;;;1;42;;90;;
8;с тяжелыми нарушениями речи;1915;359;393;410;409;135;104;63;25;17;;;;;3;63;;1915;;
9;с нарушением опорно-двигательного аппарата;478;56;63;64;67;35;44;45;52;34;8;10;;;16;375;33;478;;
10;с задержкой психического развития;11237;643;795;1095;1244;1052;1301;1521;1609;1976;1;;;;30;373;77;11231;6;
11;с умственной отсталостью (интеллектуальными          нарушениями);1218;117;100;111;133;131;160;158;156;152;;;;;42;598;;1218;;
12;с расстройствами аутистического спектра;224;81;33;25;23;18;13;12;8;10;;1;;;5;172;39;224;;
13;со сложными дефектами;7;1;1;3;1;;;;;1;;;;;;6;4;7;;
14;с иными ограниченными возможностями          здоровья;;;;;;;;;;;;;;;;;;;;
