;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;17380;3013;905;776;2105;691;426;15;6;12;12247;4137;952;385;194;47;9
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;32;27;14;19;;;;;;;5;2;5;;;;
4;7 лет;549;327;104;287;;;;;;;222;64;195;7;7;3;
5;8 лет;1479;660;196;368;;;;;;;819;262;492;25;16;5;
6;9 лет;1835;717;219;86;;;;;;;1118;362;180;39;18;5;4
7;10 лет;1991;707;220;14;7;2;5;;;;1277;418;31;36;22;2;
8;11 лет;1848;407;114;1;169;68;137;;;;1272;430;15;32;16;3;
9;12 лет;1946;140;33;;373;112;171;;;;1433;501;5;45;26;7;1
10;13 лет;1923;21;4;;433;132;61;;;;1469;485;2;41;30;6;2
11;14 лет;1844;6;1;1;417;157;22;;;;1421;521;1;35;21;7;1
12;15 лет;1825;;;;419;121;29;;;;1406;484;1;40;22;6;1
13;16 лет;1000;;;;189;67;;3;;3;808;255;;41;7;1;
14;17 лет;422;;;;63;20;1;5;3;5;354;132;;20;4;2;
15;18 лет;200;;;;22;7;;5;1;4;173;71;;12;3;;
16;19 лет;103;1;;;7;4;;1;1;;94;31;;5;2;;
17;20 лет;82;;;;2;;;1;1;;79;19;;4;;;
18;21 год;48;;;;2;1;;;;;46;6;2;3;;;
19;22 года;32;;;;1;;;;;;31;6;7;;;;
20;23 года;27;;;;1;;;;;;26;7;1;;;;
21;24 года;9;;;;;;;;;;9;5;1;;;;
22;25 лет;9;;;;;;;;;;9;2;2;;;;
23;26 лет;3;;;;;;;;;;3;3;;;;;
24;27 лет;3;;;;;;;;;;3;3;;;;;
25;28 лет;6;;;;;;;;;;6;1;1;;;;
26;29 лет;5;;;;;;;;;;5;1;;;;;
27;30–34 года;42;;;;;;;;;;42;14;3;;;;
28;35–39 лет;34;;;;;;;;;;34;15;7;;;;
29;40 лет и старше;83;;;;;;;;;;83;37;1;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
