;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);1019856;110710;115651;118383;109364;109566;102328;100011;96107;90466;35100;32005;110;55
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);1016314;110370;115264;118030;109094;109330;102125;99791;95876;89711;34960;31602;110;51
3;в том числе обучались:       очно;1015492;110366;115261;118023;109071;109326;102095;99755;95781;89577;34709;31528;;
4;очно-заочно;733;;3;6;20;3;29;36;92;121;246;48;92;37
5;заочно;89;4;;1;3;1;1;;3;13;5;26;18;14
6;Численность экстернов, окончивших данный класс;3542;340;387;353;270;236;203;220;231;755;140;403;;4
7;из них (из стр.06)  обучались:       в форме семейного образования;3232;340;376;339;257;230;203;216;226;744;83;215;;3
8;в форме самообразования;232;;;;;;;;;;57;174;;1
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
