;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);1071861;49723;;128228;;425;99
2;Образовательные программы начального общего образования;459990;17832;68;53280;;65;17
3;из них адаптированные;6823;245;14;906;;27;12
4;в том числе:           для глухих;46;;;27;;;
5;для слабослышащих и позднооглохших;145;2;1;34;;2;1
6;для слепых;23;1;;1;;1;
7;для слабовидящих;435;73;2;146;;;
8;с тяжелыми нарушениями речи;1057;13;1;127;;;
9;с нарушениями опорно-двигательного аппарата;453;7;2;22;;9;5
10;с задержкой психического развития;3774;113;6;426;;12;6
11;с расстройствами аутистического спектра;890;36;2;123;;3;
12;Образовательные программы основного общего образования;525460;26803;135;63826;;199;71
13;из них адаптированные;4668;184;13;617;;45;21
14;в том числе:           для глухих;62;2;;39;;;
15;для слабослышащих и позднооглохших;141;9;1;41;;;
16;для слепых;25;1;;1;;;
17;для слабовидящих;326;72;4;77;;2;
18;с тяжелыми нарушениями речи;386;11;1;15;;;
19;с нарушениями опорно-двигательного аппарата;272;8;;18;;16;6
20;с задержкой психического развития;3151;79;7;400;;17;12
21;с расстройствами аутистического спектра;305;2;;26;;10;3
22;Образовательные программы среднего общего образования;73325;4750;185;10263;;157;8
23;из них адаптированные;58;2;;1;;2;1
24;в том числе:           для глухих;1;;;;;;
25;для слабослышащих и позднооглохших;3;;;;;;
26;для слепых;3;;;;;;
27;для слабовидящих;28;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;16;1;;1;;1;
30;с задержкой психического развития;6;1;;;;1;1
31;с расстройствами аутистического спектра;1;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);13086;338;8;859;;4;3
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);667;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;85;;;;;;
35;основного общего образования (из строки 12);862;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;149;;;;;;
37;среднего общего образования (из строки 22);132;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);1670;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;121;;;;;;
