;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);82891;6590;5675;5349;4477;6049;5017;8313;7254;9599;8652;10447;9388;11206;10052;9978;8773;8317;7121;7043;5953
2;в том числе:       руководящие работники – всего;4149;9;7;54;35;181;132;409;340;600;498;720;614;842;693;643;513;449;340;242;181
3;из них:             директор;862;;;4;1;19;6;52;34;99;76;136;121;209;191;148;141;113;104;82;67
4;заместители директора;3268;9;7;50;34;161;125;356;304;498;416;581;490;629;498;494;371;335;235;155;108
5;руководитель филиала;14;;;;;1;1;1;1;2;2;3;3;3;2;;;1;1;3;3
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);59969;6130;5347;4736;4006;4803;4008;6174;5477;6889;6386;7418;6934;7715;7223;6775;6317;5277;4771;4052;3642
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);51551;5541;4818;4165;3491;4086;3347;5093;4465;5676;5214;6262;5841;6705;6258;5977;5565;4659;4216;3387;3045
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;16546;2355;2317;1481;1461;1093;1075;1404;1397;1795;1788;2015;2011;2417;2414;2205;2203;1148;1144;633;630
9;русского языка и литературы;5889;594;560;425;408;350;336;495;482;561;552;790;778;854;842;669;660;614;610;537;526
10;языка народов России и литературы;17;2;2;1;1;2;2;1;1;2;2;3;3;2;2;2;2;2;2;;
11;истории, экономики, права, обществознания;3108;380;217;323;201;326;235;305;232;283;234;345;299;355;313;321;286;265;235;205;180
12;информатики;1352;155;90;133;74;162;93;190;133;150;104;179;145;130;104;110;89;87;62;56;47
13;физики;1312;80;49;75;48;60;42;95;67;117;98;151;126;190;154;194;167;180;151;170;136
14;математики;4689;382;335;290;247;290;252;387;359;512;488;511;486;665;641;600;582;611;598;441;424
15;химии;974;61;56;60;48;47;40;61;58;90;85;118;111;142;138;160;157;138;132;97;92
16;географии;1285;63;52;74;54;79;63;94;77;133;124;193;176;250;235;145;136;162;155;92;88
17;биологии;1337;80;69;86;76;76;64;90;84;145;131;181;167;199;192;194;188;159;157;127;126
18;иностранных языков;6578;727;657;614;561;762;720;1071;1041;1057;1035;778;767;457;445;374;366;380;370;358;347
19;из них:                         английского языка;6233;707;639;594;544;737;696;1041;1013;1021;999;741;726;418;406;343;335;328;318;303;290
20;немецкого языка;172;10;9;11;9;9;9;17;16;20;19;22;22;22;22;10;10;25;25;26;26
21;французского языка;134;7;4;5;5;11;9;9;8;8;8;10;10;11;11;21;21;24;24;28;28
22;китайского языка;11;2;2;3;2;2;2;2;2;1;1;1;1;;;;;;;;
23;физической культуры;3672;416;213;380;143;560;199;459;189;368;175;333;206;343;218;353;206;300;151;160;69
24;труда (технологии);1963;69;47;59;32;86;63;161;110;182;142;261;203;293;208;295;219;301;199;256;168
25;музыки и пения;1006;44;43;65;57;62;56;72;67;91;86;147;139;158;151;155;148;114;108;98;94
26;изобразительного искусства, черчения;786;66;62;49;47;58;56;91;88;95;94;111;110;105;102;77;74;81;77;53;50
