;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;1071861;1054481;7939;189;2189;302;8827;17380;17327;245;7692;;2;1070634;1130;97
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;49723;49306;338;2;89;;370;417;408;29;142;;;49668;54;1
3;с применением электронного обучения;128228;126531;795;;187;13;980;1697;1659;113;564;;2;127734;447;47
4;с применением дистанционных образовательных технологий;425;407;93;4;70;;145;18;18;;18;;;423;;2
5;по индивидуальным учебным планам;6483;5600;1286;26;334;;324;883;869;11;751;;;6427;53;3
6;на дому;7472;4383;1682;47;876;54;1042;3089;3063;100;2724;;1;7065;405;2
7;в медицинской организации;5;5;;;;;;;;;;;;5;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);180;178;59;;43;;86;2;2;;2;;;178;;2
9;по индивидуальным учебным планам (из строки 05);1497;910;300;17;122;;240;587;451;7;407;;;1495;2;
