;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);76382;30744;38921;5732;293;141;9;542;200;75869;344;169
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;1511;448;731;300;30;;;2;42;1511;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;416;236;155;3;20;;;2;;416;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;11;10;1;;;;;;;11;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;68277;29481;34861;3120;260;137;4;414;23;68100;171;6
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;1874;786;966;89;6;2;;25;;1873;1;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;469;228;225;16;;;;;1;469;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;2104;5;1341;755;;2;1;;24;2078;15;11
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;1266;;565;701;;;;;6;1255;11;
10;в связи с переходом на семейное образование и самообразование;2075;701;1094;237;3;;3;37;7;1939;13;123
11;по болезни;5;1;1;3;;;;;;5;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;170;2;130;38;;;;;4;167;1;2
13;выбыло по другим причинам;974;106;198;578;;2;1;89;94;814;133;27
