;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);90134;771;36;395;25;517;89993;124;17;390;390;3;71;;;90524;698;20;2;13;1;24
2;в том числе:       получили аттестат об основном общем образовании;89487;746;36;389;25;512;89353;121;13;390;390;3;71;;;89877;632;20;2;13;1;24
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;31559;92;5;65;1;108;31519;40;;13;13;;3;;;31572;45;2;;2;;1
4;получили на ГИА неудовлетворительные результаты;565;9;;1;;3;559;2;4;;;;;;;565;58;;;;;
5;не участвовали в ГИА;82;16;;5;;2;81;1;;;;;;;;82;8;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;6944;27;1;17;;22;6941;2;1;13;12;;3;;;6957;19;1;;1;;
7;в IV квартале прошлого года;4047;17;2;8;;3;4045;;2;;;;;;;4047;16;;;;;
8;после 1 сентября текущего года;644;5;;;;1;642;2;;;;;;;;644;18;1;;1;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);31787;115;14;73;22;162;31655;92;40;8;8;7;;;;31795;358;4;;2;1;4
10;в том числе:       получили аттестат о среднем общем образовании;31604;112;14;71;22;161;31479;85;40;8;8;7;;;;31612;346;3;;1;1;4
11;получили на ГИА неудовлетворительные результаты;168;3;;2;;1;166;2;;;;;;;;168;12;1;;1;;
12;не участвовали в ГИА;15;;;;;;10;5;;;;;;;;15;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;6438;10;1;6;5;14;6418;8;12;4;4;3;;;;6442;53;;;;;1
14;в IV квартале прошлого года;1378;1;1;;;3;1378;;;;;;;;;1378;18;;;;;
15;после 1 сентября текущего года;73;;;;1;;73;;;;;;;;;73;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;31694;106;14;68;19;144;31605;49;40;4;4;3;;;;31698;352;3;;1;1;4
17;участвовали в ЕГЭ по русскому языку (из строки 16);31566;94;14;50;18;129;31477;49;40;4;4;3;;;;31570;316;3;;1;1;4
18;из них сдали ЕГЭ;30053;90;12;50;12;126;29965;48;40;4;4;3;;;;30057;303;3;;1;1;4
19;участвовали в ЕГЭ по математике (из строки 16);31343;92;14;50;18;121;31254;49;40;2;2;1;;;;31345;322;3;;1;1;4
20;из них сдали ЕГЭ;29536;81;9;45;12;119;29456;46;34;2;2;1;;;;29538;302;2;;;1;4
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;78;9;;5;3;18;40;38;;4;4;4;;;;82;6;1;;1;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;314;72;1;28;;4;310;;4;538;528;47;201;;;852;14;1;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";3956;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";2486;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";34;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";19;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
