;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);48847;6385;5037;7750;5927;8669;6457;7427;5634;5537;4208;4842;3830;3653;2768;2463;1919;1415;1005;706;508
2;в том числе:       руководящие работники – всего;2348;38;25;194;138;401;258;368;263;273;224;349;303;337;292;224;190;113;82;51;43
3;из них:             директор;533;;;14;7;61;29;76;53;61;37;86;69;117;96;66;47;41;22;11;7
4;заместители директора;1813;38;25;180;130;339;229;292;209;211;185;263;232;220;195;158;142;72;59;40;35
5;руководитель филиала;;;;;;;;;;;;;;;;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);28943;4768;4001;5153;4220;5181;4262;4151;3500;2667;2274;2356;2062;1869;1600;1430;1219;919;714;449;331
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);23506;3904;3289;3922;3189;3942;3243;3353;2867;2187;1901;2020;1790;1675;1438;1282;1101;816;642;405;297
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;6311;1026;998;898;873;970;948;965;954;642;634;663;655;469;464;350;346;216;213;112;108
9;русского языка и литературы;2705;408;389;389;367;435;413;396;367;273;263;262;247;211;202;172;162;115;110;44;35
10;языка народов России и литературы;2033;278;265;260;242;295;275;271;248;214;201;226;218;192;184;148;142;100;91;49;44
11;истории, экономики, права, обществознания;1237;230;195;229;183;219;175;189;153;115;94;78;64;65;51;48;36;44;27;20;13
12;информатики;561;161;95;155;85;126;71;68;38;23;12;5;3;18;11;4;2;1;;;
13;физики;650;129;93;109;78;96;69;74;57;46;29;39;31;51;38;44;27;37;19;25;9
14;математики;1923;339;281;317;254;288;233;248;209;140;117;150;133;175;151;121;105;102;73;43;31
15;химии;581;89;76;106;91;85;71;77;60;52;46;44;38;46;40;47;45;22;17;13;9
16;географии;667;116;87;107;83;107;89;87;67;50;41;57;45;60;52;42;37;24;19;17;12
17;биологии;720;132;120;133;122;107;94;105;91;61;56;69;67;39;37;52;46;15;11;7;5
18;иностранных языков;1546;304;280;367;327;329;305;233;211;148;136;80;78;39;33;25;22;10;8;11;8
19;из них:                         английского языка;1529;301;278;365;319;328;301;231;209;148;136;80;78;37;31;21;18;9;7;9;7
20;немецкого языка;12;1;;2;2;;;1;1;;;;;2;2;3;3;1;1;2;1
21;французского языка;1;1;1;;;;;;;;;;;;;;;;;;
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;893;161;37;201;39;174;32;98;18;67;14;51;9;55;8;44;9;27;7;15;
24;труда (технологии);784;115;71;122;81;137;84;100;71;70;56;64;45;74;53;65;42;28;15;9;5
25;музыки и пения;411;79;72;81;74;61;58;48;44;35;33;36;35;36;33;24;21;8;7;3;2
26;изобразительного искусства, черчения;390;85;70;69;63;66;54;44;36;31;30;29;27;30;26;21;19;14;7;1;
27;основ безопасности и защиты Родины;486;60;25;70;14;83;33;54;29;46;18;52;18;47;15;32;4;26;1;16;2
28;основ духовно-нравственной культуры народов России;272;34;17;47;15;55;15;33;9;30;7;34;7;12;6;9;6;9;4;9;4
29;прочих предметов;1336;158;118;262;198;309;224;263;205;144;114;81;70;56;34;34;30;18;13;11;10
30;учителя-логопеды;337;56;53;98;97;81;74;41;39;24;24;15;11;10;6;7;7;3;3;2;2
31;учителя-дефектологи;297;48;36;86;80;67;62;37;35;16;14;18;15;14;13;4;4;5;5;2;2
32;из них:                      олигофренопедагог;13;;;2;2;2;2;4;4;3;3;1;1;;;1;1;;;;
33;тифлопедагог;4;;;3;;;;;;;;;;1;1;;;;;;
34;сурдопедагог;4;;;;;;;;;1;1;;;3;3;;;;;;
35;социальные педагоги;504;89;79;92;73;114;97;41;35;54;44;40;33;26;22;20;16;24;18;4;4
36;педагоги дополнительного образования;852;135;100;184;146;177;134;139;97;67;42;69;53;34;24;20;11;17;9;10;5
37;педагоги-психологи;615;97;89;131;116;134;120;81;72;48;39;40;34;28;26;36;32;16;9;4;3
38;воспитатели;1195;196;181;280;255;253;233;185;166;104;93;80;71;40;38;29;25;21;19;7;7
39;мастера производственного обучения;;;;;;;;;;;;;;;;;;;;;
40;тьюторы;271;30;24;58;50;60;43;55;41;35;25;12;10;9;9;4;3;6;4;2;2
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;391;62;49;121;85;81;61;56;41;33;26;16;14;9;8;11;8;1;1;1;1
42;другие;975;151;101;181;129;272;195;163;107;99;66;46;31;24;16;17;12;10;4;12;8
43;учебно-вспомогательный персонал;2823;386;277;565;381;629;384;481;297;331;209;181;129;115;82;73;44;49;33;13;12
44;иной персонал;14733;1193;734;1838;1188;2458;1553;2427;1574;2266;1501;1956;1336;1332;794;736;466;334;176;193;122
45;из них:             ассистент (помощник);;;;;;;;;;;;;;;;;;;;;
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;;;;;;;;;;;;;;;;;;;;;
49;из них воспитатели;;;;;;;;;;;;;;;;;;;;;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;23;8;;2;2;6;;5;2;;;2;2;;;;;;;;
51;из них учителя;22;8;;2;2;6;;4;2;;;2;2;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
