;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);296832;27686;29159;31433;29617;31293;33579;32257;31993;31811;10398;7574;31;1
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);296593;27686;29154;31433;29611;31283;33572;32249;31981;31763;10352;7477;31;1
3;в том числе обучались:       очно;296486;27686;29154;31433;29611;31277;33571;32247;31978;31755;10297;7477;;
4;очно-заочно;107;;;;;6;1;2;3;8;55;;31;1
5;заочно;;;;;;;;;;;;;;
6;Численность экстернов, окончивших данный класс;239;;5;;6;10;7;8;12;48;46;97;;
7;из них (из стр.06)  обучались:       в форме семейного образования;96;;5;;6;10;7;8;12;48;;;;
8;в форме самообразования;143;;;;;;;;;;46;97;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
