;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);38718;428;;;;40;
2;Образовательные программы начального общего образования;14414;29;6;;;6;
3;из них адаптированные;528;2;2;;;2;
4;в том числе:           для глухих;2;;;;;;
5;для слабослышащих и позднооглохших;15;;;;;;
6;для слепых;;;;;;;
7;для слабовидящих;33;;;;;;
8;с тяжелыми нарушениями речи;173;1;1;;;1;
9;с нарушениями опорно-двигательного аппарата;25;1;1;;;1;
10;с задержкой психического развития;243;;;;;;
11;с расстройствами аутистического спектра;37;;;;;;
12;Образовательные программы основного общего образования;20224;340;13;;;19;
13;из них адаптированные;1029;13;7;;;14;
14;в том числе:           для глухих;8;;;;;;
15;для слабослышащих и позднооглохших;29;;;;;;
16;для слепых;;;;;;;
17;для слабовидящих;35;;;;;;
18;с тяжелыми нарушениями речи;76;;;;;;
19;с нарушениями опорно-двигательного аппарата;36;9;5;;;10;
20;с задержкой психического развития;825;2;1;;;2;
21;с расстройствами аутистического спектра;20;2;1;;;2;
22;Образовательные программы среднего общего образования;3283;49;6;;;5;
23;из них адаптированные;8;3;2;;;3;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;;;;;;;
26;для слепых;1;;;;;;
27;для слабовидящих;2;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;2;2;1;;;2;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;3;1;1;;;1;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);797;10;6;;;10;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);4;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;3;;;;;;
35;основного общего образования (из строки 12);12;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;9;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
