;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;1904;216;216;219;231;197;206;205;193;200;13;8;;
2;В них обучающихся, чел.;30244;2923;3172;3291;3524;3478;3613;3580;3097;3486;41;39;;
3;Число классов с углубленным изучением отдельных предметов, ед.;211;;;;;;;4;2;;109;95;1;
4;В них обучающихся, чел.;2420;;;;;;;47;23;;1370;978;2;
5;Число гимназических классов, ед.;125;8;11;11;10;15;14;14;14;12;8;8;;
6;В них обучающихся, чел.;3518;233;319;305;293;442;410;411;361;343;218;183;;
7;Число лицейских классов, ед.;80;4;4;4;5;5;5;5;15;14;10;9;;
8;В них обучающихся, чел.;2152;107;117;118;133;154;160;156;379;375;239;214;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;2320;228;231;234;246;217;225;228;224;226;140;120;1;
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";38334;3263;3608;3714;3950;4074;4183;4194;3860;4204;1868;1414;2;
11;в том числе обучаются:          очно;38156;3263;3608;3714;3950;4074;4183;4194;3857;4135;1819;1357;2;
12;очно-заочно;125;;;;;;;;3;53;25;44;;
13;заочно;53;;;;;;;;;16;24;13;;
14;Из строки 10:          воспитанники (без приходящих учащихся);539;47;60;55;69;47;52;63;54;63;22;7;;
15;девочки;18687;1603;1695;1776;1932;1939;2027;1984;1900;2048;995;788;;
16;оставленные на повторное обучение;372;51;31;23;12;3;7;9;24;204;5;3;;
17;лица с ограниченными возможностями здоровья;1974;134;120;180;216;163;268;289;277;318;4;5;;
18;из них:                инвалиды;1;;;;;;1;;;;;;;
19;дети-инвалиды;439;57;35;34;50;40;63;59;46;46;4;5;;
20;инвалиды (кроме учтенных в строке 18);;;;;;;;;;;;;;
21;дети-инвалиды (кроме учтенных в строке 19);212;17;16;16;12;33;22;20;24;23;18;11;;
22;дети-сироты и дети, оставшиеся без попечения родителей;429;25;21;35;32;53;40;53;55;84;18;13;;
23;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;
24;обучающиеся иностранные граждане;26;2;2;2;2;2;2;1;2;4;6;1;;
25;из них девочки;9;;1;1;1;1;1;;1;1;2;;;
26;обучающиеся лица без гражданства;5;;;;1;;;;1;3;;;;
