;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;95936;39047;18815;8825;49429;23951;9897;7460;3867;3977;293;492;206;3
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;1;1;;1;;;;;;;;;;
3;6 лет;535;535;295;529;;;;;;;2;3;;
4;7 лет;7917;7917;3862;7335;;;;;;;4;36;16;1
5;8 лет;9728;9728;4758;902;;;;;;;6;49;23;
6;9 лет;10182;10176;4902;43;6;5;6;;;;11;50;28;
7;10 лет;10210;9519;4507;9;691;356;671;;;;9;51;28;
8;11 лет;10015;1038;440;4;8977;4431;8023;;;;32;63;32;
9;12 лет;10180;84;35;2;10096;4958;1063;;;;46;44;17;
10;13 лет;9782;37;12;;9745;4740;108;;;;36;53;23;1
11;14 лет;9671;5;1;;9664;4891;15;2;;1;43;53;18;
12;15 лет;9470;6;3;;9078;4186;7;386;199;379;44;30;14;
13;16 лет;4568;;;;936;355;4;3632;1969;3219;23;16;5;1
14;17 лет;3115;1;;;77;19;;3037;1585;250;11;5;2;
15;18 лет;184;;;;7;3;;177;100;2;;;;
16;19 лет;9;;;;3;;;6;1;4;2;1;;
17;20 лет;6;;;;2;;;4;;3;1;1;;
18;21 год;27;;;;6;;;21;1;13;3;3;;
19;22 года;18;;;;5;;;13;1;6;;3;;
20;23 года;19;;;;4;;;15;1;10;2;4;;
21;24 года;25;;;;5;;;20;;13;6;4;;
22;25 лет;31;;;;12;;;19;;11;1;6;;
23;26 лет;23;;;;5;;;18;2;12;1;3;;
24;27 лет;21;;;;8;;;13;1;8;;2;;
25;28 лет;27;;;;8;;;19;;10;3;3;;
26;29 лет;21;;;;5;;;16;1;9;2;2;;
27;30–34 года;43;;;;17;;;26;;10;5;5;;
28;35–39 лет;44;;;;25;1;;19;4;11;;1;;
29;40 лет и старше;64;;;;47;6;;17;2;6;;1;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
