;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);6249;2783;2769;623;27;21;3;23;180;6207;30;12
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;20;15;5;;;;;;;20;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;;;;;;;;;;;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;14;12;2;;;;;;;14;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;5581;2736;2603;184;24;21;2;11;4;5558;23;
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;14;2;5;;2;3;2;;;14;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;18;6;12;;;;;;;18;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;96;;20;76;;;;;;96;;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;217;;9;207;;;1;;;211;6;
10;в связи с переходом на семейное образование и самообразование;79;26;40;12;1;;;;;76;;3
11;по болезни;;;;;;;;;;;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;14;;4;10;;;;;6;14;;
13;выбыло по другим причинам;242;6;88;134;2;;;12;170;232;1;9
