;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);12525;613;514;515;430;805;674;1116;989;1179;1057;1559;1387;2220;1975;2033;1768;1493;1180;992;714
2;в том числе:       руководящие работники – всего;676;1;1;7;4;31;20;52;43;79;69;124;104;164;143;100;81;71;49;47;31
3;из них:             директор;114;;;;;3;;2;2;10;8;23;14;32;27;18;14;15;12;11;5
4;заместители директора;467;;;5;3;26;18;47;38;61;54;84;75;106;93;68;57;46;31;24;17
5;руководитель филиала;92;1;1;2;1;2;2;3;3;8;7;16;14;25;22;14;10;10;6;11;9
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);9066;570;489;461;392;638;539;825;739;812;728;1070;982;1607;1466;1434;1325;1011;897;638;532
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);7048;426;358;336;287;450;369;586;518;575;502;822;759;1317;1213;1203;1113;840;747;493;409
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2140;174;171;105;104;115;115;149;149;167;167;256;256;446;445;439;437;223;223;66;66
9;русского языка и литературы;913;47;43;36;33;50;47;80;80;76;72;108;106;191;189;137;136;106;102;82;80
