;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;2070;221;241;247;258;209;228;221;227;202;11;5;;;;;;;;
2;В них обучающихся (всего), чел.;39837;4586;4906;4742;4908;4041;4179;4015;4232;3834;253;141;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;4;;;1;;;1;;1;1;;;;;;4;;3;1;
4;слабослышащие;54;3;8;3;9;3;13;2;6;5;1;1;;;;43;;54;;
5;позднооглохшие;1;;;;;1;;;;;;;;;;1;;1;;
6;слепые;2;;;;;1;;;;;;1;;;;2;;2;;
7;слабовидящие;79;9;10;9;11;6;9;15;4;5;1;;;;;26;;77;2;
8;с тяжелыми нарушениями речи;658;207;183;98;108;23;17;5;10;7;;;;;;14;;658;;
9;с нарушением опорно-двигательного аппарата;108;23;15;17;10;10;11;5;9;7;1;;;;;104;6;96;12;
10;с задержкой психического развития;2143;148;220;240;256;236;266;275;255;246;;1;;;;109;;2123;20;
11;с умственной отсталостью (интеллектуальными          нарушениями);417;22;19;32;50;53;59;52;65;60;4;1;;;2;242;;389;28;
12;с расстройствами аутистического спектра;98;34;12;11;14;8;7;5;5;1;1;;;;;76;7;96;2;
13;со сложными дефектами;43;4;1;8;4;2;2;4;11;6;;1;;;1;40;24;39;4;
14;с иными ограниченными возможностями          здоровья;34;4;4;5;3;1;1;5;1;5;5;;;;;18;;34;;
