;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);122530;12177;12796;12940;12641;13275;12251;12679;12565;12009;4820;4209;121;47
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);122361;12176;12786;12930;12628;13270;12246;12671;12554;11935;4816;4186;121;42
3;в том числе обучались:       очно;121749;12171;12786;12930;12628;13235;12231;12635;12522;11909;4536;4165;1;
4;очно-заочно;388;1;;;;27;11;24;27;20;146;21;82;29
5;заочно;224;4;;;;8;4;12;5;6;134;;38;13
6;Численность экстернов, окончивших данный класс;169;1;10;10;13;5;5;8;11;74;4;23;;5
7;из них (из стр.06)  обучались:       в форме семейного образования;146;1;10;10;13;5;5;8;11;74;1;8;;
8;в форме самообразования;23;;;;;;;;;;3;15;;5
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
