;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1027;75;71;122;137;112;122;124;126;122;8;7;;1;;;;;;
2;В них обучающихся (всего), чел.;19309;1522;1604;2265;2511;2183;2171;2205;2383;2225;99;140;;1;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;2;1;;1;;;;;;;;;;;;1;;2;;
4;слабослышащие;10;1;;1;2;1;2;1;1;1;;;;;3;4;;10;;
5;позднооглохшие;2;1;;;1;;;;;;;;;;;1;;2;;
6;слепые;1;;;;;;1;;;;;;;;;1;;1;;
7;слабовидящие;14;;1;1;;4;4;;3;1;;;;;1;6;1;14;;
8;с тяжелыми нарушениями речи;24;2;7;2;6;1;1;4;1;;;;;;;1;;24;;
9;с нарушением опорно-двигательного аппарата;52;7;4;6;5;8;5;2;9;5;1;;;;5;33;;52;;
10;с задержкой психического развития;242;15;18;32;36;24;24;28;33;32;;;;;1;16;;242;;
11;с умственной отсталостью (интеллектуальными          нарушениями);949;36;43;89;115;116;125;152;149;115;4;5;;;14;196;;946;3;
12;с расстройствами аутистического спектра;76;17;19;12;16;3;5;2;1;1;;;;;2;59;2;76;;
13;со сложными дефектами;5;2;;1;;;;2;;;;;;;;2;;5;;
14;с иными ограниченными возможностями          здоровья;142;13;10;20;17;9;17;18;8;20;6;3;;1;9;99;;142;;
