;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);1600;45;45;19;114;153;142;179;186;215;215;197;61;16;13
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);1599;45;45;19;114;153;142;179;185;215;215;197;61;16;13
3;в том числе (из строки 02) обучались:       очно;1594;45;45;19;113;149;142;179;185;215;215;197;61;16;13
4;очно-заочно;;;;;;;;;;;;;;;
5;заочно;5;;;;1;4;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;692;32;;;48;70;61;98;86;97;92;108;;;
7;10 лет;134;;13;15;2;9;13;19;21;15;6;21;;;
8;11 лет;163;1;4;4;6;16;15;10;12;27;13;22;25;8;
9;12 лет;573;12;;;57;56;52;51;65;76;102;45;36;8;13
10;13 лет;37;;28;;1;2;1;1;1;;2;1;;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);1;;;;;;;;1;;;;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;;;;;;;;;;;;;;;
13;10 лет;1;;;;;;;;1;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;;;;;;;;;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;1;;;;;;;;1;;;;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
