;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;125543;122718;1519;35;419;2;1013;2825;2825;174;1179;2;;124744;542;257
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;225;225;1;;1;;13;;;;;;;225;;
3;с применением электронного обучения;73061;71970;597;;125;;569;1091;1091;;300;;;72944;117;
4;с применением дистанционных образовательных технологий;71537;70177;618;;124;;537;1360;1360;11;485;;;71371;115;51
5;по индивидуальным учебным планам;1869;1459;657;16;161;1;133;410;386;8;325;;;1864;4;1
6;на дому;1113;921;488;11;214;1;148;192;190;8;139;;;1111;2;
7;в медицинской организации;64;10;;;;;;54;53;34;19;;;64;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);35;35;20;;10;;1;;;;;;;35;;
9;по индивидуальным учебным планам (из строки 05);640;498;178;;68;1;102;142;140;2;97;;;638;2;
