;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);125543;225;;73061;;71537;138
2;Образовательные программы начального общего образования;49716;56;1;29606;;29123;6
3;из них адаптированные;781;;;474;;533;
4;в том числе:           для глухих;16;;;7;;7;
5;для слабослышащих и позднооглохших;45;;;20;;21;
6;для слепых;22;;;;;5;
7;для слабовидящих;104;;;8;;23;
8;с тяжелыми нарушениями речи;79;;;78;;77;
9;с нарушениями опорно-двигательного аппарата;131;;;101;;119;
10;с задержкой психического развития;226;;;147;;155;
11;с расстройствами аутистического спектра;158;;;113;;126;
12;Образовательные программы основного общего образования;63913;119;5;37170;;36201;17
13;из них адаптированные;767;;;399;;481;
14;в том числе:           для глухих;11;;;3;;3;
15;для слабослышащих и позднооглохших;37;;;30;;30;
16;для слепых;24;;;;;7;
17;для слабовидящих;149;;;1;;11;
18;с тяжелыми нарушениями речи;28;;;25;;27;
19;с нарушениями опорно-двигательного аппарата;156;;;123;;146;
20;с задержкой психического развития;314;;;196;;218;
21;с расстройствами аутистического спектра;48;;;21;;39;
22;Образовательные программы среднего общего образования;9362;50;1;5484;;5341;37
23;из них адаптированные;24;;;1;;11;
24;в том числе:           для глухих;3;;;;;3;
25;для слабослышащих и позднооглохших;;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;13;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;5;;;1;;5;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;3;;;;;3;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);2552;;;801;;872;78
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);11;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;8;;;;;;
35;основного общего образования (из строки 12);10;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;10;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);185;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;9;;;;;;
