;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;6406;674;707;773;868;639;697;684;635;620;53;56;;;;;;;;
2;В них обучающихся (всего), чел.;125127;12564;13812;15605;18129;12462;13485;13225;12319;11903;734;889;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;5;2;;2;;;1;;;;;;;;;4;;5;;
4;слабослышащие;133;15;21;15;22;11;7;10;11;13;4;4;;;12;88;;133;;
5;позднооглохшие;5;2;;1;1;;;;;1;;;;;;5;;5;;
6;слепые;13;1;1;1;1;1;;3;2;2;;1;;;;13;1;13;;
7;слабовидящие;199;18;20;15;24;15;24;26;20;27;1;9;;;11;127;;199;;
8;с тяжелыми нарушениями речи;447;90;111;73;81;22;27;12;10;20;1;;;;5;62;1;447;;
9;с нарушением опорно-двигательного аппарата;577;78;68;76;60;47;53;51;41;67;17;19;;;37;465;5;577;;
10;с задержкой психического развития;5137;459;557;665;900;501;528;535;520;467;4;1;;;49;630;14;5133;3;1
11;с умственной отсталостью (интеллектуальными          нарушениями);1902;126;157;182;203;248;253;266;217;246;1;3;;;54;1029;;1897;5;
12;с расстройствами аутистического спектра;601;191;92;75;71;33;42;36;39;18;2;2;;;26;379;17;596;5;
13;со сложными дефектами;29;1;4;1;3;5;4;7;1;3;;;;;;29;17;29;;
14;с иными ограниченными возможностями          здоровья;402;30;33;36;34;26;53;48;47;50;25;20;;;55;251;1;402;;
