;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;19699;1949;2037;2066;2092;2019;2058;1968;1989;1984;766;756;5;10
2;В них обучающихся, чел.;401661;39267;42957;44395;45352;43270;43788;40644;40697;40303;11186;9637;53;112
3;Число классов с углубленным изучением отдельных предметов, ед.;701;1;13;13;12;17;23;51;45;38;247;241;;
4;В них обучающихся, чел.;14713;11;325;348;363;529;663;1375;1120;930;4854;4195;;
5;Число гимназических классов, ед.;691;64;65;69;72;72;72;67;67;72;37;34;;
6;В них обучающихся, чел.;18262;1686;1810;1913;1958;2007;1882;1759;1740;1781;907;819;;
7;Число лицейских классов, ед.;900;85;89;92;95;93;92;86;88;87;47;46;;
8;В них обучающихся, чел.;25734;2463;2652;2725;2814;2725;2624;2484;2502;2458;1234;1053;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;21991;2099;2204;2240;2271;2201;2245;2172;2189;2181;1097;1077;5;10
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";460370;43427;47744;49381;50487;48531;48957;46262;46059;45472;18181;15704;53;112
11;в том числе обучаются:          очно;458702;43425;47741;49380;50485;48527;48934;46196;45873;45043;17705;15393;;
12;очно-заочно;1051;;3;;2;2;1;3;59;162;412;277;27;103
13;заочно;617;2;;1;;2;22;63;127;267;64;34;26;9
14;Из строки 10:          воспитанники (без приходящих учащихся);2186;36;40;50;48;140;270;303;422;397;275;205;;
15;девочки;224609;21164;23109;24059;24594;23672;23768;22446;22358;21951;9334;8125;20;9
16;оставленные на повторное обучение;1286;302;128;81;224;69;57;60;84;273;5;3;;
17;лица с ограниченными возможностями здоровья;9450;1013;1064;1142;1400;909;992;994;908;914;55;59;;
18;из них:                инвалиды;249;27;20;24;24;25;27;34;21;36;;11;;
19;дети-инвалиды;3082;369;311;322;368;317;336;332;307;333;43;44;;
20;инвалиды (кроме учтенных в строке 18);115;7;11;4;10;10;9;15;15;16;8;10;;
21;дети-инвалиды (кроме учтенных в строке 19);2496;136;180;181;214;259;282;271;300;322;188;162;1;
22;дети-сироты и дети, оставшиеся без попечения родителей;2183;113;155;168;201;205;281;245;312;357;69;77;;
23;из них воспитанники (без приходящих учащихся);33;;;;;;6;5;13;5;2;2;;
24;обучающиеся иностранные граждане;1962;201;206;217;245;192;243;207;211;177;35;28;;
25;из них девочки;900;106;99;101;112;89;108;73;93;84;20;15;;
26;обучающиеся лица без гражданства;33;5;1;2;4;3;3;3;2;5;2;3;;
