;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;"Всего  (сумма граф 4–9; сумма граф 11-13)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3 изучают 2-й, 3-й и более иностранные языки;Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);416896;147628;233806;33977;495;937;53;;415205;1074;617
2;В том числе обучающиеся, которым:       преподается иностранный язык;416809;147628;233806;33977;474;890;34;;415118;1074;617
3;из них преподается язык:             английский;400570;143056;223563;32773;408;736;34;2407;398915;1066;589
4;французский;2403;211;1858;334;;;;747;2403;;
5;немецкий;18022;4271;11951;1580;66;154;;1460;17986;8;28
6;итальянский;100;;100;;;;;100;100;;
7;испанский;872;90;690;92;;;;444;872;;
8;китайский;;;;;;;;;;;
9;арабский;;;;;;;;;;;
10;португальский;;;;;;;;;;;
11;турецкий;;;;;;;;;;;
12;корейский;;;;;;;;;;;
13;японский;;;;;;;;;;;
14;иврит;;;;;;;;;;;
15;другие;13;;;13;;;;13;13;;
16;не преподается иностранный язык;87;;;;21;47;19;;87;;
17;из строки 16 – из-за отсутствия учителя иностранного языка;87;;;;21;47;19;;87;;
18;Из строки 02 – изучают:             2 иностранных языка;5171;;4356;815;;;;;5171;;
19;3 и более иностранных языка;;;;;;;;;;;
