;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);458587;48185;49424;50234;48648;48948;46237;45885;44984;44503;16844;14419;204;72
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);457018;48035;49303;50098;48537;48830;46130;45751;44860;44168;16778;14252;204;72
3;в том числе обучались:       очно;455748;48035;49301;50093;48537;48829;46104;45701;44676;43901;16397;14174;;
4;очно-заочно;803;;1;4;;;1;3;41;96;359;50;178;70
5;заочно;467;;1;1;;1;25;47;143;171;22;28;26;2
6;Численность экстернов, окончивших данный класс;1569;150;121;136;111;118;107;134;124;335;66;167;;
7;из них (из стр.06)  обучались:       в форме семейного образования;1359;128;114;133;106;112;104;124;119;316;24;79;;
8;в форме самообразования;123;;;;;;;;;;40;83;;
9;по программам, не имеющим государственной аккредитации;41;18;3;;1;5;1;3;;10;;;;
