;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);17795;470;408;631;549;1367;1206;2122;1909;2329;2127;2372;2123;2383;2080;2357;2006;2016;1597;1748;1299
2;в том числе:       руководящие работники – всего;943;2;2;12;10;34;28;87;73;121;108;159;137;158;144;157;142;118;102;95;76
3;из них:             директор;267;;;;;5;1;17;12;20;13;46;34;46;41;52;41;45;36;36;23
4;заместители директора;598;2;2;10;8;27;25;60;52;87;83;100;90;103;95;93;92;66;60;50;45
5;руководитель филиала;1;;;;;;;;;;;;;1;1;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);10723;362;320;432;374;833;739;1301;1215;1489;1403;1507;1422;1470;1371;1344;1252;1085;989;900;791
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);7085;251;218;245;207;451;384;699;627;869;799;994;922;1062;972;954;885;831;747;729;642
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2086;67;67;58;58;100;100;179;179;288;288;344;344;362;361;328;328;193;192;167;166
9;русского языка и литературы;806;29;28;23;23;33;33;49;49;84;84;127;127;126;124;120;116;118;117;97;96
10;языка народов России и литературы;636;7;7;4;4;10;10;45;44;70;69;130;130;109;109;101;101;89;89;71;70
11;истории, экономики, права, обществознания;425;28;22;29;23;33;29;48;42;64;58;54;45;53;43;44;35;37;32;35;32
12;информатики;158;4;2;11;7;16;11;36;28;20;15;22;17;19;13;10;9;10;7;10;8
13;физики;213;7;2;9;8;16;15;19;13;14;14;18;13;29;24;26;22;38;31;37;22
14;математики;625;26;21;21;17;48;42;59;57;62;57;57;53;74;70;97;93;90;84;91;79
15;химии;183;7;7;7;7;16;16;19;18;19;17;18;18;25;23;21;21;28;27;23;21
16;географии;209;2;2;6;4;11;9;28;24;32;29;29;26;31;29;23;23;32;28;15;15
17;биологии;226;9;9;9;8;7;6;20;20;26;23;27;27;37;37;29;28;32;30;30;30
18;иностранных языков;657;30;30;31;29;91;89;124;122;102;97;58;56;59;55;57;55;53;53;52;51
19;из них:                         английского языка;640;30;30;31;29;91;89;123;121;100;96;56;54;56;52;52;50;51;51;50;49
20;немецкого языка;15;;;;;;;1;1;2;1;2;2;2;2;4;4;2;2;2;2
21;французского языка;2;;;;;;;;;;;;;1;1;1;1;;;;
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;364;18;5;20;5;44;7;43;7;44;17;33;11;56;24;39;11;39;12;28;4
24;труда (технологии);201;6;5;4;4;9;5;13;10;19;14;33;27;30;24;26;21;27;21;34;23
25;музыки и пения;99;3;3;5;5;7;6;5;5;11;11;15;15;20;19;11;10;11;10;11;9
26;изобразительного искусства, черчения;64;6;6;1;1;3;3;5;5;2;2;11;11;13;12;8;8;6;6;9;9
27;основ безопасности и защиты Родины;93;1;1;3;1;5;1;4;1;9;1;16;;15;1;9;;19;;12;
28;основ духовно-нравственной культуры народов России;6;;;1;;;;;;;;;;1;1;1;1;2;2;1;1
29;прочих предметов;34;1;1;3;3;2;2;3;3;3;3;2;2;3;3;4;3;7;6;6;6
30;учителя-логопеды;50;2;2;3;3;9;9;8;8;7;7;6;6;7;7;4;4;3;3;1;1
31;учителя-дефектологи;16;;;1;1;1;1;5;5;1;1;1;1;1;1;2;2;1;1;3;3
32;из них:                      олигофренопедагог;;;;;;;;;;;;;;;;;;;;;
33;тифлопедагог;;;;;;;;;;;;;;;;;;;;;
34;сурдопедагог;;;;;;;;;;;;;;;;;;;;;
35;социальные педагоги;142;7;7;6;6;12;12;11;11;20;20;29;29;23;22;15;15;12;12;7;5
36;педагоги дополнительного образования;304;11;7;39;26;44;27;42;31;38;31;37;29;23;20;26;14;21;14;23;7
37;педагоги-психологи;193;9;8;19;18;14;14;32;31;35;34;25;24;22;22;22;21;7;6;8;8
38;воспитатели;2257;42;42;77;76;224;218;426;425;422;417;319;316;253;249;267;259;138;136;89;88
39;мастера производственного обучения;;;;;;;;;;;;;;;;;;;;;
40;тьюторы;41;2;2;1;1;7;7;4;4;7;7;7;7;5;5;4;4;3;3;1;1
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;158;28;24;29;25;28;26;24;24;24;24;15;15;8;8;2;2;;;;
42;другие;477;10;10;12;11;43;41;50;49;66;63;74;73;66;65;48;46;69;67;39;36
43;учебно-вспомогательный персонал;1890;65;59;101;95;247;235;302;269;269;249;201;183;212;191;197;167;167;131;129;90
44;иной персонал;4239;41;27;86;70;253;204;432;352;450;367;505;381;543;374;659;445;646;375;624;342
45;из них:             ассистент (помощник);15;;;;;3;3;2;2;1;1;2;2;2;2;2;2;1;1;2;2
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;2474;47;47;85;85;249;248;449;448;465;464;357;355;277;276;270;269;173;172;102;100
49;из них воспитатели;2149;41;41;72;72;214;214;421;421;406;406;299;299;237;237;242;242;135;135;82;82
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;33;;;3;2;3;3;6;5;2;2;1;1;2;;5;1;4;1;7;3
51;из них учителя;29;;;2;1;2;2;4;3;2;2;1;1;2;;5;1;4;1;7;3
;;;;;;;;;;;;;;;;;;;;;;
;;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;образования юридического лица);образования юридического лица);образования юридического лица);;;;;;;;;;;;;;;;;;
;;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;(номер контактного телефона);(номер контактного телефона);;(e-mail);(e-mail);;(дата составления документа);(дата составления документа);;;;;;;;;;
