;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;5000;480;496;504;529;501;534;503;475;479;258;235;4;2
2;В них обучающихся, чел.;112348;10879;11491;11828;12823;11739;12330;11590;10621;10637;4669;3652;62;27
3;Число классов с углубленным изучением отдельных предметов, ед.;273;6;13;13;5;16;17;30;29;22;65;57;;
4;В них обучающихся, чел.;5705;174;369;399;164;430;458;733;650;497;1056;775;;
5;Число гимназических классов, ед.;126;10;11;11;12;13;13;12;13;12;9;10;;
6;В них обучающихся, чел.;3328;269;285;306;338;381;337;332;327;311;220;222;;
7;Число лицейских классов, ед.;4;;;;;;;;;;2;2;;
8;В них обучающихся, чел.;60;;;;;;;;;;41;19;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;5403;496;520;528;546;530;564;545;517;513;334;304;4;2
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";121441;11322;12145;12533;13325;12550;13125;12655;11598;11445;5986;4668;62;27
11;в том числе обучаются:          очно;120944;11322;12145;12533;13325;12550;13125;12655;11571;11361;5773;4584;;
12;очно-заочно;497;;;;;;;;27;84;213;84;62;27
13;заочно;;;;;;;;;;;;;;
14;Из строки 10:          воспитанники (без приходящих учащихся);634;16;19;27;27;32;97;109;93;117;46;51;;
15;девочки;59300;5445;5885;6171;6450;6229;6418;6128;5563;5609;3005;2353;32;12
16;оставленные на повторное обучение;261;40;29;17;37;13;16;10;21;65;13;;;
17;лица с ограниченными возможностями здоровья;2536;158;194;248;304;235;307;333;312;332;58;55;;
18;из них:                инвалиды;139;6;7;11;24;6;18;25;14;17;7;4;;
19;дети-инвалиды;1273;104;105;134;139;117;159;132;157;143;39;44;;
20;инвалиды (кроме учтенных в строке 18);;;;;;;;;;;;;;
21;дети-инвалиды (кроме учтенных в строке 19);791;54;52;58;67;84;79;97;81;102;64;52;;1
22;дети-сироты и дети, оставшиеся без попечения родителей;312;10;20;15;39;30;37;48;27;60;16;10;;
23;из них воспитанники (без приходящих учащихся);45;2;3;3;5;2;6;8;5;11;;;;
24;обучающиеся иностранные граждане;283;31;31;33;24;31;31;31;29;32;6;4;;
25;из них девочки;123;12;10;16;13;12;12;16;15;13;2;2;;
26;обучающиеся лица без гражданства;18;2;;3;5;;1;1;1;4;1;;;
