;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Численность обучающихся по программам: начального общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 1-го класса или 1-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: основного общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 5-го класса или 5-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: среднего общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 10-го класса или 10-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся первого года обучения
1;Всего;20;11;5;55;11;2;113;42;35;129;49;15
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;
3;6 лет;1;1;1;;;;;;;;;
4;7 лет;5;3;2;;;;;;;4;1;2
5;8 лет;4;;1;;;;;;;5;2;1
6;9 лет;2;2;1;;;;;;;6;3;3
7;10 лет;3;2;;;;;;;;12;6;
8;11 лет;4;2;;;;;;;;8;1;
9;12 лет;;;;3;;1;;;;3;2;
10;13 лет;1;1;;3;1;;;;;14;5;
11;14 лет;;;;9;;;;;;11;4;1
12;15 лет;;;;13;2;;1;;1;11;2;1
13;16 лет;;;;9;1;;2;1;2;12;3;
14;17 лет;;;;9;3;;3;1;3;6;4;
15;18 лет;;;;4;2;;9;3;4;2;2;1
16;19 лет;;;;;;;17;8;9;4;;4
17;20 лет;;;;2;1;;13;4;2;2;1;2
18;21 год;;;;;;;15;4;;4;1;
19;22 года;;;;;;;5;1;;2;2;
20;23 года;;;;;;;5;2;;;;
21;24 года;;;;;;;3;2;;1;;
22;25 лет;;;;;;;2;;1;2;;
23;26 лет;;;;;;;1;;1;1;1;
24;27 лет;;;;1;1;;1;1;;3;2;
25;28 лет;;;;;;;1;;1;1;;
26;29 лет;;;;;;;;;;;;
27;30–34 года;;;;;;;9;3;3;4;3;
28;35–39 лет;;;;;;;5;3;3;5;3;
29;40 лет и старше;;;;2;;1;21;9;5;6;1;
