;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
1;2;3;4;5;6;7;8
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования
1;Численность обучающихся, которым в соответствии с образовательной программой должны преподаваться иностранные языки (сумма стр. 02, 13);995;24727;55463;5;49;24
2;В том числе обучающиеся, которым:       преподается иностранный язык (не менее одного);944;24544;54923;5;49;16
3;из них изучают язык:             английский;908;22438;50172;5;49;16
4;французский;;84;102;;;
5;немецкий;36;2868;4649;;1;
6;итальянский;;;;;;
7;испанский;;;;;;
8;китайский;;;;;;
9;арабский;;;;;;
10;португальский;;;;;;
11;турецкий;;;;;;
12;другие;;;;;;
13;не преподается иностранный язык;51;183;540;;;8
14;из строки 13 – из-за отсутствия учителя иностранного языка;51;183;531;;;
15;Из строки 02 – изучают:             2 иностранных языка;;860;;;1;
16;3 и более иностранных языка;;;;;;
