;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;1121;632;184
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;2
6;9 лет;;;
7;10 лет;;;1
8;11 лет;;;
9;12 лет;;;
10;13 лет;;;1
11;14 лет;13;2;1
12;15 лет;170;;28
13;16 лет;416;48;41
14;17 лет;357;242;45
15;18 лет;120;218;45
16;19 лет;21;63;10
17;20 лет;12;23;7
18;21 год;2;11;
19;22 года;2;6;1
20;23 года;1;5;
21;24 года;;3;1
22;25 лет;1;3;
23;26 лет;;1;
24;27 лет;;;
25;28 лет;;;
26;29 лет;1;;
27;30–34 года;1;2;1
28;35–39 лет;2;2;
29;40 лет и старше;2;3;
