;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;5677;13;28;27;33;87;120;246;493;1027;1395;487;890;831
2;В них обучающихся, чел.;82859;93;187;201;246;680;1091;2278;5515;15606;23027;8418;13308;12209
3;Число классов с углубленным изучением отдельных предметов, ед.;;;;;;;;;;;;;;
4;В них обучающихся, чел.;;;;;;;;;;;;;;
5;Число гимназических классов, ед.;;;;;;;;;;;;;;
6;В них обучающихся, чел.;;;;;;;;;;;;;;
7;Число лицейских классов, ед.;;;;;;;;;;;;;;
8;В них обучающихся, чел.;;;;;;;;;;;;;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;5677;13;28;27;33;87;120;246;493;1027;1395;487;890;831
10;В них обучающихся (сумма строк 02, 04, 06, 08, 11 - 13), чел.;82859;93;187;201;246;680;1091;2278;5515;15606;23027;8418;13308;12209
11;в том числе обучаются:          очно;17458;18;24;22;34;117;136;416;1193;3027;5555;2083;2408;2425
12;очно-заочно;64128;75;157;173;212;563;944;1836;4254;12385;17137;6245;10577;9570
13;заочно;1273;;6;6;;;11;26;68;194;335;90;323;214
14;Из строки 10:          воспитанники (без приходящих учащихся);1828;7;4;4;22;34;25;65;133;288;601;226;241;178
15;девочки;21063;32;88;63;116;169;298;490;1302;4336;5430;3014;2764;2961
16;оставленные на повторное обучение;3453;;5;3;3;14;14;71;406;2115;422;54;208;138
17;лица с ограниченными возможностями здоровья;651;13;8;8;1;6;9;43;97;296;85;45;24;16
18;из них:                инвалиды;24;;;;;;1;1;1;7;3;3;3;5
19;дети-инвалиды;91;13;8;8;;;2;8;9;8;20;5;7;3
20;инвалиды (кроме учтенных в строке 18);68;;;;;;1;1;6;9;17;10;5;19
21;дети-инвалиды (кроме учтенных в строке 19);211;2;1;5;6;18;19;23;19;48;28;31;7;4
22;дети-сироты и дети, оставшиеся без попечения родителей;417;1;;;;4;8;18;54;211;68;26;18;9
23;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;
