;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
1;2;3;4;5;6;7;8
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования
1;Численность обучающихся, которым в соответствии с образовательной программой должны преподаваться иностранные языки (сумма стр. 02, 13);5183677;7238322;1354586;37917;72478;1880
2;В том числе обучающиеся, которым:       преподается иностранный язык (не менее одного);5147057;7229048;1352950;37534;72328;1876
3;из них изучают язык:             английский;4906901;6824606;1279994;33646;61541;1806
4;французский;36903;322011;30974;250;1922;8
5;немецкий;206040;1029752;88724;3613;12204;62
6;итальянский;262;5753;366;;;
7;испанский;3854;29447;2291;31;97;
8;китайский;2688;23504;1762;;111;
9;арабский;4;536;56;;;
10;португальский;;;;;;
11;турецкий;;1611;516;;;
12;другие;2728;15049;3090;;;
13;не преподается иностранный язык;36620;9274;1636;383;150;4
14;из строки 13 – из-за отсутствия учителя иностранного языка;7881;7438;1439;39;35;4
15;Из строки 02 – изучают:             2 иностранных языка;13194;1116731;56728;6;3882;1
16;3 и более иностранных языка;;3272;975;;;
