;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) инвалиды  (кроме учтенных в гр. 5);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) дети-инвали- ды (кроме учтенных в гр. 6);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) инвалиды  (кроме учтенных в гр. 11);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) дети-инвали- ды (кроме учтенных в  гр. 12)
1;Численность обучающихся – всего;15533482;314210;2416;78568;1375;91269;362178;354597;4635;129614;155;1965
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;280658;6154;49;1446;13;1332;4193;4174;76;1152;;1
3;с применением электронного обучения;2433663;42723;76;6303;229;17329;34603;33928;453;15134;;2
4;с применением дистанционных образовательных технологий;598591;14406;65;5709;81;4851;9084;8927;218;5157;;9
5;по индивидуальным учебным планам;122711;55997;443;20210;114;7124;26403;25785;878;19772;7;304
6;индивидуально на дому;85579;52748;792;34480;226;15204;34095;33223;779;28701;45;534
7;в медицинской организации;2723;289;1;41;1;35;627;551;66;450;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из стр. 04);5922;3007;39;2499;36;2170;1746;1724;140;1525;;8
9;по индивидуальным учебным планам (из стр. 05);31690;19675;248;12582;84;5360;13977;13325;465;11398;;37
