;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;2913;2702;175
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;2
5;8 лет;;;4
6;9 лет;;;2
7;10 лет;;;3
8;11 лет;;;4
9;12 лет;;;4
10;13 лет;4;;7
11;14 лет;48;1;5
12;15 лет;398;18;14
13;16 лет;946;92;24
14;17 лет;1010;726;30
15;18 лет;314;924;24
16;19 лет;63;357;10
17;20 лет;30;184;8
18;21 год;22;86;6
19;22 года;18;50;4
20;23 года;10;45;5
21;24 года;2;33;4
22;25 лет;5;31;2
23;26 лет;3;14;2
24;27 лет;5;11;1
25;28 лет;3;12;2
26;29 лет;5;10;
27;30–34 года;13;54;5
28;35–39 лет;9;32;1
29;40 лет и старше;5;22;2
