;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;127771;53733;26196;12232;64562;31717;13468;9476;4858;4951;636;364;117;14
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;714;714;392;700;;;;;;;;5;3;
4;7 лет;10412;10412;5154;9677;;;;;;;;24;11;
5;8 лет;13564;13564;6639;1701;;;;;;;;22;6;1
6;9 лет;14035;14026;6923;120;9;7;9;;;;;41;15;1
7;10 лет;14190;12945;6204;23;1245;670;1198;;;;;33;7;1
8;11 лет;13762;1831;788;5;11931;5871;10424;;;;;27;15;
9;12 лет;13686;202;78;4;13484;6732;1606;;;;;38;17;3
10;13 лет;12863;24;8;2;12839;6197;97;;;;;32;16;3
11;14 лет;12618;10;7;;12602;6152;128;6;4;5;;29;10;1
12;15 лет;11580;3;1;;10990;5419;6;587;326;542;8;28;11;3
13;16 лет;5688;2;2;;1331;626;;4355;2334;3746;32;15;6;
14;17 лет;3696;;;;65;28;;3631;1926;444;49;2;;1
15;18 лет;407;;;;22;11;;385;201;20;62;;;
16;19 лет;51;;;;8;1;;43;24;7;42;;;
17;20 лет;31;;;;1;;;30;10;13;29;1;;
18;21 год;27;;;;2;;;25;4;13;24;2;;
19;22 года;60;;;;4;1;;56;7;41;56;3;;
20;23 года;35;;;;2;;;33;5;10;34;;;
21;24 года;43;;;;;;;43;5;10;41;2;;
22;25 лет;27;;;;1;;;26;2;14;25;4;;
23;26 лет;37;;;;;;;37;;20;34;3;;
24;27 лет;42;;;;3;;;39;1;22;38;4;;
25;28 лет;44;;;;3;1;;41;;7;40;4;;
26;29 лет;30;;;;1;;;29;;5;28;3;;
27;30–34 года;62;;;;4;;;58;4;16;50;17;;
28;35–39 лет;35;;;;4;;;31;4;11;24;13;;
29;40 лет и старше;32;;;;11;1;;21;1;5;20;12;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
