;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;2732;677;228;119;622;218;111;17;7;7;1416;511;108;;4;;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;2;2;2;2;;;;;;;;;;;;;
4;7 лет;77;54;19;50;;;;;;;23;6;23;;;;
5;8 лет;221;140;44;60;1;;1;;;;80;21;59;;;;
6;9 лет;287;160;58;7;;;;;;;127;32;18;;;;
7;10 лет;301;166;64;;1;1;1;;;;134;46;6;;;;
8;11 лет;305;113;33;;41;18;37;;;;151;72;;;;;
9;12 лет;303;38;8;;113;37;48;;;;152;58;;;1;;
10;13 лет;265;3;;;120;35;23;;;;142;54;;;1;;
11;14 лет;297;1;;;121;53;1;;;;175;68;;;1;;
12;15 лет;270;;;;120;43;;;;;150;51;;;1;;
13;16 лет;177;;;;73;20;;;;;104;44;;;;;
14;17 лет;92;;;;25;9;;5;3;5;62;21;1;;;;
15;18 лет;66;;;;6;2;;10;3;2;50;16;1;;;;
16;19 лет;34;;;;1;;;2;1;;31;14;;;;;
17;20 лет;10;;;;;;;;;;10;3;;;;;
18;21 год;4;;;;;;;;;;4;2;;;;;
19;22 года;;;;;;;;;;;;;;;;;
20;23 года;1;;;;;;;;;;1;;;;;;
21;24 года;1;;;;;;;;;;1;;;;;;
22;25 лет;1;;;;;;;;;;1;;;;;;
23;26 лет;1;;;;;;;;;;1;;;;;;
24;27 лет;;;;;;;;;;;;;;;;;
25;28 лет;2;;;;;;;;;;2;1;;;;;
26;29 лет;1;;;;;;;;;;1;;;;;;
27;30–34 года;4;;;;;;;;;;4;1;;;;;
28;35–39 лет;8;;;;;;;;;;8;1;;;;;
29;40 лет и старше;2;;;;;;;;;;2;;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
