;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);12243;629;490;1012;745;1171;873;1482;1176;1637;1390;1881;1664;1850;1643;1402;1191;785;665;394;330
2;в том числе:       руководящие работники – всего;658;2;2;11;8;34;14;79;61;104;88;144;121;146;128;72;64;49;46;17;17
3;из них:             директор;117;;;;;1;;9;4;15;11;23;20;34;28;19;16;12;11;4;4
4;заместители директора;504;1;1;10;8;31;12;67;54;87;75;114;94;103;92;45;40;34;32;12;12
5;руководитель филиала;;;;;;;;;;;;;;;;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);7496;448;382;729;561;705;531;936;749;982;859;1125;1011;1125;1043;807;710;434;389;205;180
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);5533;311;262;526;395;522;364;634;482;667;566;833;739;890;821;642;565;351;317;157;143
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1600;116;114;148;146;108;105;134;134;199;198;239;239;322;322;207;206;96;96;31;31
9;русского языка и литературы;634;29;29;64;58;42;39;51;48;50;48;104;104;123;122;96;96;44;41;31;30
10;языка народов России и литературы;35;1;1;5;2;;;2;2;3;3;5;5;3;3;7;7;7;7;2;2
11;истории, экономики, права, обществознания;336;19;12;31;17;56;27;36;20;31;24;45;38;49;42;33;25;25;22;11;11
12;информатики;185;7;4;18;6;36;9;29;20;30;21;30;29;26;22;7;4;1;1;1;1
13;физики;158;4;2;14;8;13;4;22;9;17;12;24;19;23;11;22;19;12;11;7;5
14;математики;520;31;24;48;33;43;34;66;57;53;46;73;66;92;88;53;52;48;45;13;13
15;химии;104;3;3;7;5;8;7;7;5;8;5;23;22;21;21;16;16;4;4;7;6
16;географии;131;8;6;8;4;8;5;11;8;15;12;23;20;30;28;13;12;9;9;6;6
17;биологии;151;5;2;17;13;18;17;12;11;9;9;29;29;22;21;22;20;9;9;8;6
18;иностранных языков;670;38;31;70;61;77;67;121;116;137;135;86;78;52;50;45;40;33;29;11;11
19;из них:                         английского языка;631;37;30;67;58;71;62;114;109;134;132;83;75;48;46;38;32;28;24;11;11
20;немецкого языка;29;;;2;2;4;4;5;5;3;3;3;3;4;4;6;6;2;2;;
21;французского языка;8;;;1;1;1;1;2;2;;;;;;;1;1;3;3;;
22;китайского языка;2;1;1;;;1;;;;;;;;;;;;;;;
23;физической культуры;453;26;12;62;22;66;23;75;15;51;12;64;26;45;28;39;19;18;12;7;3
24;труда (технологии);241;3;3;10;3;16;4;33;14;33;16;37;23;45;31;37;14;21;11;6;3
25;музыки и пения;105;5;4;11;10;8;7;10;8;7;6;14;13;13;13;23;21;10;7;4;4
26;изобразительного искусства, черчения;78;7;7;4;4;7;7;10;10;8;8;13;11;10;9;9;8;5;5;5;5
27;основ безопасности и защиты Родины;51;2;1;6;;7;2;11;1;5;;8;1;3;;8;1;1;;;
28;основ духовно-нравственной культуры народов России;1;;;;;1;1;;;;;;;;;;;;;;
29;прочих предметов;80;7;7;3;3;8;6;4;4;11;11;16;16;11;10;5;5;8;8;7;6
30;учителя-логопеды;187;12;12;25;25;16;15;26;25;23;23;31;31;30;30;10;10;11;11;3;3
31;учителя-дефектологи;86;8;8;13;13;7;7;12;12;17;17;14;14;12;12;1;1;1;1;1;1
32;из них:                      олигофренопедагог;10;2;2;;;1;1;1;1;3;3;1;1;1;1;;;;;1;1
33;тифлопедагог;1;;;;;;;;;1;1;;;;;;;;;;
34;сурдопедагог;1;;;;;1;1;;;;;;;;;;;;;;
35;социальные педагоги;180;7;7;12;10;9;8;34;33;35;32;31;29;23;23;18;18;8;8;3;2
36;педагоги дополнительного образования;168;14;9;22;10;17;13;18;10;18;14;19;15;20;15;17;11;12;9;11;7
37;педагоги-психологи;288;13;13;34;30;36;33;59;55;55;55;47;47;24;23;8;8;7;7;5;5
38;воспитатели;588;33;29;49;41;52;49;99;89;87;85;95;89;69;68;65;62;27;26;12;11
39;мастера производственного обучения;4;;;;;;;;;;;;;1;;2;;1;;;
40;тьюторы;93;10;9;19;18;11;11;12;12;14;12;9;9;10;9;4;4;;;4;4
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;16;5;5;2;1;4;4;2;2;2;2;1;1;;;;;;;;
42;другие;353;35;28;27;18;31;27;40;29;64;53;45;37;46;42;40;31;16;10;9;4
43;учебно-вспомогательный персонал;910;55;28;65;48;118;96;106;85;123;100;138;122;118;102;114;104;53;48;20;16
44;иной персонал;3179;124;78;207;128;314;232;361;281;428;343;474;410;461;370;409;313;249;182;152;117
45;из них:             ассистент (помощник);9;2;2;1;1;4;4;1;1;1;1;;;;;;;;;;
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;166;12;12;15;15;10;10;25;24;23;23;32;31;18;18;25;25;6;6;;
49;из них воспитатели;139;11;11;15;15;9;9;23;22;18;18;28;28;12;12;18;18;5;5;;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;21;2;2;1;1;6;3;;;7;5;5;5;;;;;;;;
51;из них учителя;21;2;2;1;1;6;3;;;7;5;5;5;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
