;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);81346;2700;;7194;;13119;9
2;Образовательные программы начального общего образования;33398;971;17;2632;;5472;2
3;из них адаптированные;2092;13;;123;;328;2
4;в том числе:           для глухих;3;;;;;;
5;для слабослышащих и позднооглохших;24;;;1;;2;
6;для слепых;7;;;5;;6;
7;для слабовидящих;86;;;3;;6;
8;с тяжелыми нарушениями речи;462;2;;8;;83;
9;с нарушениями опорно-двигательного аппарата;53;;;5;;11;2
10;с задержкой психического развития;1337;11;;94;;211;
11;с расстройствами аутистического спектра;120;;;7;;9;
12;Образовательные программы основного общего образования;39678;953;34;3304;;6334;5
13;из них адаптированные;1796;32;;83;;288;5
14;в том числе:           для глухих;;;;;;;
15;для слабослышащих и позднооглохших;19;2;;;;3;
16;для слепых;;;;;;;
17;для слабовидящих;29;1;;4;;4;
18;с тяжелыми нарушениями речи;76;;;2;;15;
19;с нарушениями опорно-двигательного аппарата;70;;;2;;35;5
20;с задержкой психического развития;1576;29;;74;;227;
21;с расстройствами аутистического спектра;26;;;1;;4;
22;Образовательные программы среднего общего образования;7070;776;46;949;;1110;2
23;из них адаптированные;20;;;;;5;1
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;1;;;;;1;
26;для слепых;;;;;;;
27;для слабовидящих;1;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;13;;;;;3;1
30;с задержкой психического развития;4;;;;;1;
31;с расстройствами аутистического спектра;1;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1200;;;309;;203;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);8;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;4;;;;;;
35;основного общего образования (из строки 12);5;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;3;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);1;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
