;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;81346;78822;2670;7;530;;494;2524;2524;26;751;;2;81252;85;9
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;2700;2699;38;;6;;20;1;1;;;;;2700;;
3;с применением электронного обучения;7194;6838;164;2;26;;23;356;356;1;130;;;7194;;
4;с применением дистанционных образовательных технологий;13119;12778;498;;92;;83;341;341;;81;;;13113;1;5
5;по индивидуальным учебным планам;1862;1743;639;2;213;;33;119;119;1;107;;1;1861;1;
6;на дому;623;328;280;6;218;;26;295;293;17;263;;1;623;;
7;в медицинской организации;2;2;;;;;1;;;;;;;2;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);54;42;39;;37;;2;12;12;;10;;;54;;
9;по индивидуальным учебным планам (из строки 05);210;157;148;2;115;;2;53;53;1;52;;;210;;
