;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;78822;32669;15868;7544;39069;19213;8145;7084;3729;3804;94;708;332;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;512;512;286;487;;;;;;;;5;2;
4;7 лет;6779;6779;3365;6227;;;;;;;;76;36;
5;8 лет;7925;7925;3794;790;;;;;;;;75;32;
6;9 лет;8459;8453;4143;36;6;5;6;;;;;92;42;
7;10 лет;8574;7952;3820;2;622;328;602;;;;1;92;44;
8;11 лет;8159;951;417;1;7208;3624;6448;;;;;89;40;
9;12 лет;8067;82;40;1;7985;3889;966;;;;;76;37;
10;13 лет;7697;12;3;;7685;3785;111;;;;;75;37;
11;14 лет;7629;2;;;7621;3688;12;6;5;6;3;63;27;
12;15 лет;7475;;;;6870;3429;;605;354;581;1;35;18;
13;16 лет;4353;;;;976;424;;3377;1775;2865;9;16;6;
14;17 лет;2885;1;;;71;28;;2813;1487;304;13;11;10;
15;18 лет;231;;;;11;7;;220;100;18;5;;;
16;19 лет;15;;;;5;2;;10;3;4;6;2;1;
17;20 лет;5;;;;1;1;;4;;2;2;;;
18;21 год;2;;;;1;;;1;;;;;;
19;22 года;6;;;;1;;;5;2;4;5;;;
20;23 года;6;;;;1;;;5;1;2;6;;;
21;24 года;6;;;;1;1;;5;;4;6;;;
22;25 лет;2;;;;;;;2;;1;2;;;
23;26 лет;7;;;;1;;;6;1;3;7;;;
24;27 лет;5;;;;;;;5;;4;5;;;
25;28 лет;8;;;;2;1;;6;;5;8;1;;
26;29 лет;;;;;;;;;;;;;;
27;30–34 года;11;;;;;;;11;1;1;11;;;
28;35–39 лет;3;;;;1;1;;2;;;3;;;
29;40 лет и старше;1;;;;;;;1;;;1;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
