;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);78271;8269;8452;8615;8170;8203;7632;7730;7571;7023;3575;3003;20;8
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);78228;8267;8449;8614;8169;8199;7632;7727;7571;7002;3572;2998;20;8
3;в том числе обучались:       очно;77680;8267;8449;8613;8167;8198;7629;7723;7567;6986;3174;2906;1;
4;очно-заочно;535;;;;;1;;1;3;13;398;92;19;8
5;заочно;13;;;1;2;;3;3;1;3;;;;
6;Численность экстернов, окончивших данный класс;43;2;3;1;1;4;;3;;21;3;5;;
7;из них (из стр.06)  обучались:       в форме семейного образования;37;2;3;1;1;4;;3;;21;2;;;
8;в форме самообразования;5;;;;;;;;;;1;4;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
