;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);28363;1538;1342;1627;1430;1854;1618;2658;2369;3247;2920;3783;3421;4351;3900;3699;3213;3059;2474;2547;2012
2;в том числе:       руководящие работники – всего;2546;6;5;32;27;114;92;241;207;355;308;472;412;547;468;357;324;265;236;157;139
3;из них:             директор;632;;;;;17;9;41;36;77;60;103;92;148;123;109;97;85;74;52;40
4;заместители директора;1751;5;4;32;27;91;77;187;159;258;229;342;293;374;323;228;206;153;136;81;75
5;руководитель филиала;6;;;;;;;1;1;1;1;1;1;;;;;2;2;1;1
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);19779;1429;1267;1460;1294;1492;1322;1976;1797;2217;2051;2562;2427;3060;2897;2464;2310;1738;1626;1381;1259
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);17318;1260;1109;1294;1143;1288;1126;1661;1495;1859;1707;2215;2099;2736;2585;2236;2096;1551;1447;1218;1108
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;5421;507;501;414;413;346;344;412;411;502;500;653;653;1083;1082;874;873;430;430;200;200
9;русского языка и литературы;1974;98;97;129;127;114;112;158;157;213;210;298;293;319;317;252;249;191;191;202;202
10;языка народов России и литературы;2;;;1;1;;;;;;;;;1;1;;;;;;
11;истории, экономики, права, обществознания;1092;70;49;103;70;119;90;130;107;126;110;152;132;139;130;111;91;76;68;66;54
12;информатики;515;35;20;41;29;59;36;83;71;79;68;64;58;71;59;42;34;32;27;9;7
13;физики;471;22;14;33;23;29;25;35;28;39;35;48;43;64;57;72;65;57;51;72;59
14;математики;1551;77;70;79;74;110;98;131;117;155;147;215;210;226;219;200;195;178;176;180;179
15;химии;338;11;10;23;21;19;17;18;17;24;20;38;36;48;48;63;62;49;49;45;42
16;географии;508;30;25;41;35;35;29;45;39;51;48;63;59;82;78;72;69;45;39;44;41
17;биологии;558;32;30;46;38;46;43;49;47;63;61;69;68;85;74;62;59;64;63;42;41
18;иностранных языков;1672;129;115;158;146;181;171;260;249;240;233;238;231;134;130;107;104;113;112;112;111
19;из них:                         английского языка;1569;127;113;154;142;180;170;255;244;234;227;223;217;123;119;87;85;97;96;89;88
20;немецкого языка;79;2;2;1;1;1;1;4;4;5;5;11;10;8;8;16;15;13;13;18;18
21;французского языка;22;;;2;2;;;1;1;1;1;4;4;3;3;4;4;3;3;4;4
22;китайского языка;1;;;1;1;;;;;;;;;;;;;;;;
23;физической культуры;1276;159;93;112;67;128;76;180;115;159;104;142;104;171;123;104;63;74;45;47;22
24;труда (технологии);785;13;12;29;21;34;21;66;50;83;60;95;79;155;119;121;93;106;72;83;48
25;музыки и пения;322;29;29;26;26;17;16;22;22;35;33;45;44;45;44;47;46;32;31;24;23
26;изобразительного искусства, черчения;274;17;16;19;19;15;15;23;23;31;31;41;41;37;37;39;37;35;35;17;15
27;основ безопасности и защиты Родины;152;5;2;8;2;7;5;12;9;20;8;18;12;23;14;24;13;15;8;20;12
28;основ духовно-нравственной культуры народов России;7;;;;;1;1;1;1;;;1;1;3;3;1;1;;;;
29;прочих предметов;400;26;26;32;31;28;27;36;32;39;39;35;35;50;50;45;42;54;50;55;52
