;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;312274;300823;5636;18;972;5;2234;11451;11377;160;5080;;1;310556;394;1324
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;7662;7619;280;1;48;;56;43;43;;1;;;7662;;
3;с применением электронного обучения;95415;93244;1933;3;292;;520;2171;2024;16;1019;;1;95169;135;111
4;с применением дистанционных образовательных технологий;102295;100978;2082;6;332;;661;1317;1309;10;559;;1;101990;135;170
5;по индивидуальным учебным планам;4846;3879;871;3;175;;76;967;966;66;871;;;4846;;
6;на дому;3278;1282;607;11;335;;282;1996;1996;61;1825;;;3273;3;2
7;в медицинской организации;24;24;1;;;;2;;;;;;;23;;1
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);560;380;170;2;83;;51;180;180;10;155;;;558;;2
9;по индивидуальным учебным планам (из строки 05);767;302;173;3;87;;31;465;462;9;395;;;767;;
