;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;11451;1991;684;362;1775;593;289;20;9;13;7665;2622;444;;16;4;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;4;4;1;2;;;;;;;;;;;;;
4;7 лет;204;136;34;123;;;;;;;68;27;57;;;;
5;8 лет;691;360;119;185;2;;;;;;329;97;262;;6;;
6;9 лет;1005;465;159;48;;;;;;;540;166;93;;;;
7;10 лет;1175;468;159;2;3;1;1;;;;704;240;18;;2;2;
8;11 лет;1333;386;147;;92;37;76;;;;855;277;3;;2;1;
9;12 лет;1324;133;47;1;250;81;132;;;;941;320;3;;;;
10;13 лет;1250;26;13;;302;94;54;;;;922;331;3;;2;;
11;14 лет;1338;6;2;;413;142;17;;;;919;302;;;2;;
12;15 лет;1436;3;2;;376;137;3;;;;1057;368;;;;;
13;16 лет;981;1;;1;221;66;3;;;;759;275;;;1;1;
14;17 лет;408;1;1;;88;24;1;12;6;11;307;113;;;1;;
15;18 лет;127;;;;20;10;1;7;2;2;100;33;;;;;
16;19 лет;51;2;;;3;;;1;1;;45;15;;;;;
17;20 лет;21;;;;2;1;1;;;;19;8;;;;;
18;21 год;8;;;;;;;;;;8;3;;;;;
19;22 года;7;;;;1;;;;;;6;2;;;;;
20;23 года;6;;;;2;;;;;;4;2;;;;;
21;24 года;3;;;;;;;;;;3;3;;;;;
22;25 лет;2;;;;;;;;;;2;1;;;;;
23;26 лет;4;;;;;;;;;;4;2;;;;;
24;27 лет;4;;;;;;;;;;4;2;1;;;;
25;28 лет;6;;;;;;;;;;6;1;;;;;
26;29 лет;8;;;;;;;;;;8;2;1;;;;
27;30–34 года;23;;;;;;;;;;23;13;3;;;;
28;35–39 лет;15;;;;;;;;;;15;6;;;;;
29;40 лет и старше;17;;;;;;;;;;17;13;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
