;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);20436;7354;10124;2348;165;95;2;348;108;19511;335;590
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;128;49;69;9;;;;1;1;122;;6
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;6;;;6;;;;;;;;6
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;5;5;;;;;;;;5;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;17073;6982;8851;733;151;89;2;265;24;17051;3;19
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;61;23;20;2;;;;16;1;61;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;75;60;14;1;;;;;;75;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;391;;84;307;;;;;4;376;3;12
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;828;;208;620;;;;;1;812;15;1
10;в связи с переходом на семейное образование и самообразование;398;99;247;37;5;2;;8;;398;;
11;по болезни;14;4;3;4;;;;3;3;13;;1
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;54;;36;18;;;;;39;23;;31
13;выбыло по другим причинам;1550;220;626;620;9;4;;71;36;716;314;520
