;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);301453;29800;30256;32263;32337;32153;30472;31696;32164;30998;10017;8924;205;168
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);301263;29778;30232;32246;32316;32141;30465;31681;32156;30954;10017;8907;205;165
3;в том числе обучались:       очно;299844;29776;30230;32243;32308;32134;30402;31571;31888;30686;9711;8895;;
4;очно-заочно;384;2;2;3;1;1;17;41;91;68;72;3;61;22
5;заочно;1035;;;;7;6;46;69;177;200;234;9;144;143
6;Численность экстернов, окончивших данный класс;190;22;24;17;21;12;7;15;8;44;;17;;3
7;из них (из стр.06)  обучались:       в форме семейного образования;179;22;24;17;21;12;7;15;7;43;;11;;
8;в форме самообразования;6;;;;;;;;;;;6;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
