;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);312274;7662;;95415;;102295;22
2;Образовательные программы начального общего образования;120869;2829;15;38171;;40989;6
3;из них адаптированные;3885;87;5;1601;;1359;4
4;в том числе:           для глухих;10;;;;;;
5;для слабослышащих и позднооглохших;133;;;15;;11;
6;для слепых;12;;;10;;7;
7;для слабовидящих;164;5;;120;;44;
8;с тяжелыми нарушениями речи;1283;27;1;717;;581;
9;с нарушениями опорно-двигательного аппарата;218;2;;106;;108;2
10;с задержкой психического развития;1995;47;4;590;;571;
11;с расстройствами аутистического спектра;70;6;;43;;37;2
12;Образовательные программы основного общего образования;162610;4314;18;49318;;52973;11
13;из них адаптированные;3565;178;4;1247;;1024;6
14;в том числе:           для глухих;28;;;1;;1;
15;для слабослышащих и позднооглохших;137;1;;8;;8;
16;для слепых;36;;;31;;22;
17;для слабовидящих;117;4;;73;;42;1
18;с тяжелыми нарушениями речи;282;16;1;199;;84;
19;с нарушениями опорно-двигательного аппарата;261;4;;133;;133;3
20;с задержкой психического развития;2679;151;3;793;;723;2
21;с расстройствами аутистического спектра;25;2;;9;;11;
22;Образовательные программы среднего общего образования;21052;490;9;7184;;8018;2
23;из них адаптированные;24;1;;12;;6;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;11;;;;;;
26;для слепых;2;;;2;;1;
27;для слабовидящих;8;1;;8;;3;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;1;;;;;;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;2;;;2;;2;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);7743;29;1;742;;315;3
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);44;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;20;;;;;;
35;основного общего образования (из строки 12);124;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;10;;;;;;
37;среднего общего образования (из строки 22);4;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;3;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);754;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;153;;;;;;
