;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1036;54;79;95;108;109;128;127;129;132;41;34;;;;;;;;
2;В них обучающихся (всего), чел.;14681;748;1007;1479;1365;1654;1859;1853;1941;1821;557;397;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;10;;1;2;2;1;2;;;1;1;;;;;10;;10;;
4;слабослышащие;55;3;3;5;6;6;8;3;9;7;4;1;;;6;38;;48;3;4
5;позднооглохшие;;;;;;;;;;;;;;;;;;;;
6;слепые;;;;;;;;;;;;;;;;;;;;
7;слабовидящие;114;6;8;9;10;7;14;15;5;23;9;8;;;25;62;;110;1;3
8;с тяжелыми нарушениями речи;54;1;7;5;4;8;5;7;5;10;2;;;;10;31;;51;1;2
9;с нарушением опорно-двигательного аппарата;165;12;14;12;15;21;16;16;18;28;7;6;;;28;101;;155;1;9
10;с задержкой психического развития;313;14;23;40;38;32;35;37;42;38;7;7;;;73;138;4;287;4;22
11;с умственной отсталостью (интеллектуальными          нарушениями);209;4;11;14;21;40;39;38;23;18;1;;;;56;109;;192;4;13
12;с расстройствами аутистического спектра;112;11;15;15;11;9;16;12;10;10;1;2;;;17;79;;102;3;7
13;со сложными дефектами;6;1;;;;;2;2;1;;;;;;1;5;;4;;2
14;с иными ограниченными возможностями          здоровья;560;16;19;42;39;36;50;63;96;115;36;48;;;158;331;;520;8;32
