;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);12308;1016;860;1241;929;1584;1206;1647;1310;1641;1338;1481;1212;1408;1201;1109;963;756;615;425;324
2;в том числе:       руководящие работники – всего;868;9;7;22;19;62;44;101;76;129;103;142;111;124;98;136;116;98;82;45;32
3;из них:             директор;147;1;1;;;3;3;12;7;20;13;20;13;22;20;33;32;27;24;9;6
4;заместители директора;694;8;6;22;19;56;35;88;68;106;88;118;93;94;71;98;80;69;55;35;25
5;руководитель филиала;3;;;;;;;1;1;;;;;;;2;2;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);7448;765;670;878;676;985;821;1038;882;957;823;750;647;810;739;607;549;388;328;270;221
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);6031;602;531;649;500;772;657;799;698;766;677;629;544;706;652;538;498;347;300;223;189
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1650;189;188;143;140;186;184;204;199;164;161;153;152;262;261;185;183;96;96;68;66
9;русского языка и литературы;664;63;63;65;65;84;84;97;95;83;83;63;63;78;75;52;52;44;44;35;34
10;языка народов России и литературы;443;27;27;32;31;48;47;41;41;56;55;58;57;61;61;42;42;40;39;38;38
11;истории, экономики, права, обществознания;348;48;43;45;37;31;27;46;45;57;53;42;37;36;32;19;18;17;14;7;5
12;информатики;151;34;24;28;9;25;12;25;20;18;15;11;9;5;5;4;4;1;1;;
13;физики;153;13;10;18;12;16;13;14;12;27;26;18;17;13;13;22;20;10;8;2;2
14;математики;488;52;43;47;41;59;56;57;54;63;60;61;59;57;53;45;45;35;33;12;11
15;химии;145;26;26;19;17;14;14;16;16;16;16;11;10;13;13;12;11;12;12;6;6
16;географии;158;5;4;14;14;15;11;22;21;11;10;15;14;32;30;25;23;12;12;7;7
17;биологии;178;20;19;20;20;24;24;17;17;28;27;13;12;22;21;22;22;9;8;3;3
18;иностранных языков;524;35;34;56;54;109;109;112;109;102;101;45;44;33;32;21;20;8;8;3;3
19;из них:                         английского языка;511;35;33;54;52;109;109;110;106;100;97;44;43;30;30;20;20;7;7;2;2
20;немецкого языка;10;;;;;;;2;2;2;2;1;1;3;1;1;;1;1;;
21;французского языка;1;;;;;;;;;;;;;;;;;;;1;1
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;264;20;;55;3;48;3;37;6;28;5;21;1;21;9;13;4;11;;10;1
24;труда (технологии);184;15;8;23;12;15;8;17;8;21;18;29;22;10;10;26;21;16;11;12;9
25;музыки и пения;54;7;6;8;8;5;5;1;1;4;4;7;7;8;7;10;10;4;3;;
26;изобразительного искусства, черчения;68;8;8;11;9;10;10;6;6;4;4;7;7;5;5;7;7;8;7;2;1
27;основ безопасности и защиты Родины;116;1;1;9;1;15;4;13;2;12;2;9;1;11;2;12;4;19;;15;
28;основ духовно-нравственной культуры народов России;134;7;2;21;2;18;3;17;3;21;2;30;10;11;3;7;2;2;1;;
29;прочих предметов;309;32;25;35;25;50;43;57;43;51;35;36;22;28;20;14;10;3;3;3;3
30;учителя-логопеды;87;10;10;17;16;13;13;14;14;11;10;15;14;4;4;1;1;1;1;1;1
31;учителя-дефектологи;7;5;5;1;1;;;;;1;1;;;;;;;;;;
32;из них:                      олигофренопедагог;;;;;;;;;;;;;;;;;;;;;
33;тифлопедагог;;;;;;;;;;;;;;;;;;;;;
34;сурдопедагог;2;1;1;;;;;;;1;1;;;;;;;;;;
35;социальные педагоги;122;6;6;22;22;18;18;16;15;17;17;11;10;10;9;7;7;6;5;9;8
36;педагоги дополнительного образования;527;53;41;86;54;94;60;91;57;72;46;42;35;42;32;17;11;14;10;16;6
37;педагоги-психологи;160;20;18;21;21;16;15;27;25;20;20;11;11;15;15;14;14;5;4;11;11
38;воспитатели;152;15;13;17;7;17;10;23;16;26;18;16;11;15;12;11;9;6;2;6;3
39;мастера производственного обучения;13;;;2;;1;1;1;;4;2;1;;;;3;;;;1;1
40;тьюторы;30;4;4;11;11;9;9;4;4;;;2;2;;;;;;;;
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;103;18;15;27;23;16;15;18;16;11;9;7;7;3;3;3;3;;;;
