;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;6931;2858;1376;675;3328;1630;626;745;387;414;104;16;4;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;34;34;19;33;;;;;;;;;;
4;7 лет;633;633;329;576;;;;;;;;;;
5;8 лет;678;678;302;65;;;;;;;;1;;
6;9 лет;701;700;346;1;1;1;;;;;;3;;
7;10 лет;741;703;330;;38;24;36;;;;;2;1;
8;11 лет;636;92;43;;544;263;444;;;;;;;
9;12 лет;670;17;7;;653;311;98;;;;;3;1;
10;13 лет;669;1;;;668;320;48;;;;;;;
11;14 лет;653;;;;653;341;;;;;;3;;
12;15 лет;590;;;;570;292;;20;9;14;5;4;2;
13;16 лет;539;;;;136;51;;403;203;336;29;;;
14;17 лет;306;;;;40;17;;266;149;59;27;;;
15;18 лет;52;;;;14;6;;38;14;2;17;;;
16;19 лет;9;;;;2;1;;7;6;1;7;;;
17;20 лет;3;;;;1;1;;2;2;;2;;;
18;21 год;;;;;;;;;;;;;;
19;22 года;1;;;;1;;;;;;1;;;
20;23 года;2;;;;1;;;1;1;;2;;;
21;24 года;3;;;;;;;3;1;1;3;;;
22;25 лет;3;;;;;;;3;1;1;3;;;
23;26 лет;1;;;;1;1;;;;;1;;;
24;27 лет;;;;;;;;;;;;;;
25;28 лет;1;;;;1;;;;;;1;;;
26;29 лет;;;;;;;;;;;;;;
27;30–34 года;2;;;;1;1;;1;;;2;;;
28;35–39 лет;2;;;;2;;;;;;2;;;
29;40 лет и старше;2;;;;1;;;1;1;;2;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
