;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);6844;698;718;781;640;641;644;685;644;697;356;339;1;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);6842;698;718;781;640;641;644;685;644;695;356;339;1;
3;в том числе обучались:       очно;6751;698;718;781;640;641;644;685;644;649;329;322;;
4;очно-заочно;91;;;;;;;;;46;27;17;1;
5;заочно;;;;;;;;;;;;;;
6;Численность экстернов, окончивших данный класс;2;;;;;;;;;2;;;;
7;из них (из стр.06)  обучались:       в форме семейного образования;2;;;;;;;;;2;;;;
8;в форме самообразования;;;;;;;;;;;;;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
