;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);711;47;2;1;;2;659;52;;;;;;;;711;2;2;;;;
2;в том числе:       получили аттестат об основном общем образовании;693;46;2;1;;2;648;45;;;;;;;;693;1;1;;;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;375;4;1;1;;2;369;6;;;;;;;;375;;;;;;
4;получили на ГИА неудовлетворительные результаты;15;;;;;;8;7;;;;;;;;15;;;;;;
5;не участвовали в ГИА;3;1;;;;;3;;;;;;;;;3;1;1;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;52;1;;;;2;52;;;;;;;;;52;;;;;;
7;в IV квартале прошлого года;147;;;;;2;135;12;;;;;;;;147;;;;;;
8;после 1 сентября текущего года;40;1;1;;;;28;12;;;;;;;;40;;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);346;1;1;;1;2;325;21;;;;;;;;346;;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;336;1;1;;1;2;320;16;;;;;;;;336;;;;;;
11;получили на ГИА неудовлетворительные результаты;9;;;;;;4;5;;;;;;;;9;;;;;;
12;не участвовали в ГИА;1;;;;;;1;;;;;;;;;1;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;52;1;1;;;1;52;;;;;;;;;52;;;;;;
14;в IV квартале прошлого года;106;1;1;;;1;104;2;;;;;;;;106;;;;;;
15;после 1 сентября текущего года;;;;;;;;;;;;;;;;;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;345;1;1;;1;2;324;21;;;;;;;;345;;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);345;1;1;;1;2;324;21;;;;;;;;345;;;;;;
18;из них сдали ЕГЭ;338;1;1;;1;2;321;17;;;;;;;;338;;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);345;1;1;;1;2;324;21;;;;;;;;345;;;;;;
20;из них сдали ЕГЭ;337;1;1;;1;2;321;16;;;;;;;;337;;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;;;;;;;;;;;;;;;;;;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;6;3;;1;;;5;1;;1;1;;;;;7;;;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";33;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";19;;;;;;;;;;;;;;;;;;;;;
