;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);242451;24874;26001;26155;24890;25434;23685;23696;22969;21686;12559;10229;175;98
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);241557;24822;25926;26108;24845;25408;23662;23680;22948;21259;12515;10112;175;97
3;в том числе обучались:       очно;240707;24822;25926;26108;24845;25408;23658;23643;22892;21230;12142;10031;2;
4;очно-заочно;461;;;;;;;;;3;263;75;74;46
5;заочно;389;;;;;;4;37;56;26;110;6;99;51
6;Численность экстернов, окончивших данный класс;894;52;75;47;45;26;23;16;21;427;44;117;;1
7;из них (из стр.06)  обучались:       в форме семейного образования;766;52;75;47;45;26;23;16;21;412;4;45;;
8;в форме самообразования;113;;;;;;;;;;40;72;;1
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
