;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;129;8;;;12;12;14;17;14;13;17;22;;;
2;В них обучающихся, чел.;928;30;;;55;58;88;128;104;98;152;215;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;54;;4;6;4;7;7;5;5;8;5;3;;;
4;В них обучающихся, чел.;501;;20;46;47;42;68;53;49;87;54;35;;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;9;1;;1;1;1;1;1;;;1;2;;;
6;В них обучающихся, чел.;16;1;;1;2;1;6;1;;;2;2;;;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;18;2;;;2;2;2;2;2;1;2;3;;;
8;В них обучающихся, чел.;105;5;;;8;15;6;14;11;6;13;27;;;
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;50;;7;6;4;3;5;6;4;7;4;3;1;;
10;В них обучающихся, чел.;452;;46;40;27;33;50;54;48;70;43;30;11;;
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);260;11;11;13;23;25;29;31;25;29;29;33;1;;
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";2002;36;66;87;139;149;218;250;212;261;264;309;11;;
13;в том числе обучаются:          очно;2002;36;66;87;139;149;218;250;212;261;264;309;11;;
14;очно-заочно;;;;;;;;;;;;;;;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);478;3;8;20;27;29;55;55;38;68;55;120;;;
17;девочки;661;16;21;29;51;37;79;82;85;74;88;97;2;;
18;лица с ограниченными возможностями здоровья;2002;36;66;87;139;149;218;250;212;261;264;309;11;;
19;из них (из строки 18):             инвалиды;120;13;5;;31;1;2;11;17;4;4;32;;;
20;дети-инвалиды;1178;15;58;76;81;101;143;139;98;129;160;168;10;;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;221;1;8;10;2;11;20;24;14;23;46;62;;;
24;из них воспитанники (без приходящих учащихся);14;1;;1;;;2;3;;3;3;1;;;
25;обучающиеся иностранные граждане;2;;;;;1;;;;;1;;;;
26;из них девочки;;;;;;;;;;;;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
