;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);21469;562;7;79;1;78;21429;6;34;38;38;9;10;;;21507;830;1;;;;
2;в том числе:       получили аттестат об основном общем образовании;20806;554;7;79;1;75;20777;3;26;38;38;9;10;;;20844;427;1;;;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;11619;70;3;17;;28;11602;1;16;4;4;;3;;;11623;10;;;;;
4;получили на ГИА неудовлетворительные результаты;659;8;;;;3;648;3;8;;;;;;;659;282;;;;;
5;не участвовали в ГИА;4;;;;;;4;;;;;;;;;4;121;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;1198;1;;;;4;1198;;;;;;;;;1198;4;;;;;
7;в IV квартале прошлого года;45;;;;;;45;;;;;;;;;45;;;;;;
8;после 1 сентября текущего года;852;1;;;;;851;;1;;;;;;;852;22;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);10308;41;;36;5;40;10112;132;64;3;3;3;;;;10311;133;2;1;1;;1
10;в том числе:       получили аттестат о среднем общем образовании;10182;41;;36;5;40;10004;121;57;3;3;3;;;;10185;117;2;1;1;;1
11;получили на ГИА неудовлетворительные результаты;119;;;;;;105;11;3;;;;;;;119;8;;;;;
12;не участвовали в ГИА;7;;;;;;3;;4;;;;;;;7;8;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;1364;;;;;6;1364;;;;;;;;;1364;19;;;;;1
14;в IV квартале прошлого года;17;;;;;;17;;;;;;;;;17;;;;;;
15;после 1 сентября текущего года;39;;;;;;33;;6;;;;;;;39;1;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;10221;31;;27;5;34;10089;87;45;;;;;;;10221;123;1;;1;;1
17;участвовали в ЕГЭ по русскому языку (из строки 16);10216;27;;23;5;32;10087;87;42;;;;;;;10216;114;;;;;1
18;из них сдали ЕГЭ;10157;25;;21;5;32;10035;82;40;;;;;;;10157;113;;;;;1
19;участвовали в ЕГЭ по математике (из строки 16);10220;27;;22;5;33;10089;87;44;;;;;;;10220;123;1;;1;;1
20;из них сдали ЕГЭ;10038;25;;20;5;32;9918;85;35;;;;;;;10038;111;;;;;1
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;80;10;;9;;6;20;45;15;3;3;3;;;;83;2;1;1;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;538;363;32;101;;1;538;;;62;57;;30;;;600;;;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";804;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";560;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";13;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";6;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
