;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;247920;100501;49019;22809;122070;59622;25192;25349;13086;13649;1037;2703;1142;31
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;1;1;1;1;;;;;;;;;;
3;6 лет;1262;1262;689;1228;;;;;;;;11;6;
4;7 лет;19789;19789;9766;18556;;;;;;;;248;105;2
5;8 лет;24514;24514;11979;2847;;;;;;;;339;160;4
6;9 лет;26143;26140;12812;159;3;1;3;;;;;330;160;3
7;10 лет;26530;24818;12046;7;1712;941;1559;;;;;318;139;3
8;11 лет;25545;3542;1548;6;22003;10902;19470;;;;;292;119;5
9;12 лет;25943;367;155;4;25576;12496;3593;;;;1;297;128;3
10;13 лет;24229;47;17;;24182;11874;349;;;;;287;105;5
11;14 лет;23850;8;1;1;23831;11711;44;11;7;1;1;257;107;4
12;15 лет;22472;2;1;;21249;10236;160;1221;716;1110;112;174;52;2
13;16 лет;14901;3;2;;2970;1315;9;11928;6167;10777;116;88;36;
14;17 лет;10913;1;;;357;127;3;10555;5524;1506;107;52;20;
15;18 лет;1099;3;2;;18;7;;1078;517;86;51;9;5;
16;19 лет;134;1;;;15;5;1;118;27;62;76;1;;
17;20 лет;50;;;;1;;;49;8;16;50;;;
18;21 год;37;;;;7;1;1;30;7;5;31;;;
19;22 года;57;;;;8;;;49;24;5;55;;;
20;23 года;58;;;;10;;;48;16;4;56;;;
21;24 года;36;;;;11;;;25;11;4;35;;;
22;25 лет;44;;;;11;;;33;18;7;43;;;
23;26 лет;40;;;;11;;;29;6;9;40;;;
24;27 лет;28;;;;12;;;16;1;2;28;;;
25;28 лет;24;;;;11;;;13;1;5;24;;;
26;29 лет;61;;;;16;;;45;2;17;61;;;
27;30–34 года;73;;;;21;;;52;18;15;73;;;
28;35–39 лет;37;;;;8;;;29;7;12;37;;;
29;40 лет и старше;50;3;;;27;6;;20;9;6;40;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
