;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;3864;1496;433;366;359;113;81;7;2;5;2002;661;102;;4;1;1
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;2;2;1;2;;;;;;;;;;;;;
4;7 лет;230;191;55;185;;;;;;;39;15;38;;1;1;1
5;8 лет;460;361;97;124;;;;;;;99;25;36;;;;
6;9 лет;465;333;100;40;;;;;;;132;39;6;;1;;
7;10 лет;434;278;85;11;;;;;;;156;52;;;1;;
8;11 лет;441;215;56;3;21;6;20;;;;205;71;2;;;;
9;12 лет;360;97;36;1;40;13;31;;;;223;74;2;;;;
10;13 лет;342;17;2;;85;24;27;;;;240;79;;;1;;
11;14 лет;339;2;1;;68;12;3;;;;269;79;;;;;
12;15 лет;299;;;;52;13;;1;;1;246;71;;;;;
13;16 лет;238;;;;59;27;;1;1;1;178;58;;;;;
14;17 лет;117;;;;24;14;;2;;2;91;31;;;;;
15;18 лет;33;;;;10;4;;1;;1;22;8;;;;;
16;19 лет;11;;;;;;;2;1;;9;4;;;;;
17;20 лет;3;;;;;;;;;;3;3;;;;;
18;21 год;2;;;;;;;;;;2;1;;;;;
19;22 года;;;;;;;;;;;;;;;;;
20;23 года;;;;;;;;;;;;;;;;;
21;24 года;;;;;;;;;;;;;;;;;
22;25 лет;1;;;;;;;;;;1;;;;;;
23;26 лет;1;;;;;;;;;;1;1;1;;;;
24;27 лет;1;;;;;;;;;;1;;;;;;
25;28 лет;4;;;;;;;;;;4;2;2;;;;
26;29 лет;1;;;;;;;;;;1;1;;;;;
27;30–34 года;16;;;;;;;;;;16;6;6;;;;
28;35–39 лет;28;;;;;;;;;;28;22;5;;;;
29;40 лет и старше;36;;;;;;;;;;36;19;4;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
