;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);37960;528;;34;;928;
2;Образовательные программы начального общего образования;15579;44;3;26;;398;
3;из них адаптированные;1180;4;2;4;;28;
4;в том числе:           для глухих;;;;;;;
5;для слабослышащих и позднооглохших;19;;;1;;;
6;для слепых;;;;;;;
7;для слабовидящих;14;;;;;;
8;с тяжелыми нарушениями речи;332;;;1;;13;
9;с нарушениями опорно-двигательного аппарата;22;;;;;1;
10;с задержкой психического развития;732;4;2;2;;12;
11;с расстройствами аутистического спектра;61;;;;;2;
12;Образовательные программы основного общего образования;18445;361;5;7;;430;
13;из них адаптированные;1042;64;2;;;9;
14;в том числе:           для глухих;1;;;;;;
15;для слабослышащих и позднооглохших;7;;;;;;
16;для слепых;2;;;;;;
17;для слабовидящих;5;;;;;;
18;с тяжелыми нарушениями речи;14;;;;;;
19;с нарушениями опорно-двигательного аппарата;22;;;;;2;
20;с задержкой психического развития;972;64;2;;;6;
21;с расстройствами аутистического спектра;19;;;;;1;
22;Образовательные программы среднего общего образования;3340;7;;;;97;
23;из них адаптированные;2;;;;;;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;1;;;;;;
30;с задержкой психического развития;1;;;;;;
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);596;116;;1;;3;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);3;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
35;основного общего образования (из строки 12);;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);2;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2;;;;;;
