;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;36845;15331;7472;3665;18173;8995;3770;3341;1700;1790;364;476;188;18
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;1;1;1;1;;;;;;;;;;
3;6 лет;194;194;106;189;;;;;;;;3;1;
4;7 лет;3251;3251;1604;3053;;;;;;;;52;29;1
5;8 лет;3779;3779;1821;403;;;;;;;;60;28;1
6;9 лет;3884;3884;1911;17;;;;;;;1;55;23;2
7;10 лет;3824;3642;1777;2;182;117;175;;;;2;51;19;3
8;11 лет;3797;505;224;;3292;1688;3046;;;;;36;14;2
9;12 лет;3720;58;21;;3662;1807;464;;;;1;49;19;
10;13 лет;3498;10;5;;3488;1763;73;;;;1;51;15;3
11;14 лет;3460;3;1;;3455;1700;11;2;1;2;11;55;19;4
12;15 лет;3359;3;1;;3197;1553;;159;87;155;17;41;16;1
13;16 лет;2178;1;;;602;252;;1575;804;1386;33;15;4;1
14;17 лет;1483;;;;154;53;1;1329;687;169;50;6;;
15;18 лет;176;;;;57;24;;119;62;14;45;2;1;
16;19 лет;33;;;;23;10;;10;5;2;20;;;
17;20 лет;27;;;;16;9;;11;4;7;19;;;
18;21 год;22;;;;11;7;;11;7;2;15;;;
19;22 года;22;;;;7;3;;15;1;7;20;;;
20;23 года;18;;;;4;2;;14;8;4;16;;;
21;24 года;11;;;;3;;;8;5;4;10;;;
22;25 лет;19;;;;4;;;15;1;13;18;;;
23;26 лет;11;;;;2;;;9;4;5;11;;;
24;27 лет;16;;;;5;1;;11;3;2;16;;;
25;28 лет;8;;;;1;1;;7;3;5;8;;;
26;29 лет;8;;;;2;1;;6;1;2;8;;;
27;30–34 года;22;;;;4;3;;18;7;5;21;;;
28;35–39 лет;14;;;;1;;;13;7;6;13;;;
29;40 лет и старше;10;;;;1;1;;9;3;;8;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
