;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);36011;3832;3876;3946;3817;3683;3579;3431;3453;3252;1599;1519;20;4
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);35976;3831;3875;3946;3816;3683;3578;3430;3452;3233;1599;1509;20;4
3;в том числе обучались:       очно;35784;3830;3874;3944;3815;3682;3575;3407;3433;3197;1539;1488;;
4;очно-заочно;176;1;1;2;1;1;3;22;17;29;60;16;19;4
5;заочно;16;;;;;;;1;2;7;;5;1;
6;Численность экстернов, окончивших данный класс;35;1;1;;1;;1;1;1;19;;10;;
7;из них (из стр.06)  обучались:       в форме семейного образования;31;1;1;;1;;1;1;1;18;;7;;
8;в форме самообразования;2;;;;;;;;;;;2;;
9;по программам, не имеющим государственной аккредитации;1;;;;;;;;;;;1;;
