;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);502;21;30;8;24;44;54;48;53;39;67;72;14;16;12
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);502;21;30;8;24;44;54;48;53;39;67;72;14;16;12
3;в том числе (из строки 02) обучались:       очно;481;19;27;8;22;41;52;47;52;38;64;71;14;14;12
4;очно-заочно;19;2;3;;2;3;2;1;1;;2;1;;2;
5;заочно;2;;;;;;;;;1;1;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;216;9;;;7;12;14;15;35;27;44;53;;;
7;10 лет;92;;10;8;6;17;24;18;;;1;;8;;
8;11 лет;14;;;;;;;;;;;;;14;
9;12 лет;159;12;;;11;15;15;15;18;12;22;19;6;2;12
10;13 лет;21;;20;;;;1;;;;;;;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);;;;;;;;;;;;;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;;;;;;;;;;;;;;;
13;10 лет;;;;;;;;;;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;;;;;;;;;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;;;;;;;;;;;;;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
